time_index	left_time_boundary	right_time_boundary	lambda
0	0	4.96002e-06	32.2943
1	4.96002e-06	1.22563e-05	32.2943
2	1.22563e-05	2.29893e-05	306.698
3	2.29893e-05	3.87778e-05	296.611
4	3.87778e-05	6.2003e-05	345.244
5	6.2003e-05	9.61677e-05	382.666
6	9.61677e-05	0.000146425	356.925
7	0.000146425	0.000220354	383.546
8	0.000220354	0.000329105	500.978
9	0.000329105	0.00048908	480.583
10	0.00048908	0.000724407	453.59
11	0.000724407	0.00107058	459.211
12	0.00107058	0.0015798	510.06
13	0.0015798	0.00232888	876.111
14	0.00232888	0.00343079	1070.43
15	0.00343079	0.00505173	1082.34
16	0.00505173	0.00743616	1106.76
17	0.00743616	0.0109437	1201.99
18	0.0109437	0.0161034	138607
19	0.0161034	inf	138607
