time_index	left_time_boundary	right_time_boundary	lambda
0	0	7.03074e-07	13547
1	7.03074e-07	1.73731e-06	13547
2	1.73731e-06	3.25869e-06	36589.7
3	3.25869e-06	5.49668e-06	17943.9
4	5.49668e-06	8.7888e-06	17536.3
5	8.7888e-06	1.36316e-05	13246.9
6	1.36316e-05	2.07554e-05	9249.38
7	2.07554e-05	3.12347e-05	6730.85
8	3.12347e-05	4.665e-05	5343.64
9	4.665e-05	6.93262e-05	4629.76
10	6.93262e-05	0.000102683	4274.27
11	0.000102683	0.000151752	4067.13
12	0.000151752	0.000223934	3795.46
13	0.000223934	0.000330115	3318.72
14	0.000330115	0.000486308	2617.64
15	0.000486308	0.000716073	1825.53
16	0.000716073	0.00105406	1111.9
17	0.00105406	0.00155125	618.856
18	0.00155125	0.00228262	989.726
19	0.00228262	inf	989.726
