time_index	left_time_boundary	right_time_boundary	lambda
0	0	1.52206e-07	42427.4
1	1.52206e-07	3.76105e-07	42427.4
2	3.76105e-07	7.05465e-07	238506
3	7.05465e-07	1.18996e-06	187352
4	1.18996e-06	1.90266e-06	181346
5	1.90266e-06	2.95106e-06	186866
6	2.95106e-06	4.49328e-06	143522
7	4.49328e-06	6.76191e-06	76051.3
8	6.76191e-06	1.00991e-05	39059.5
9	1.00991e-05	1.50082e-05	25183.1
10	1.50082e-05	2.22296e-05	22164.3
11	2.22296e-05	3.28524e-05	27631.1
12	3.28524e-05	4.84788e-05	64821.1
13	4.84788e-05	7.14655e-05	45593
14	7.14655e-05	0.000105279	44.6622
15	0.000105279	0.00015502	20.6308
16	0.00015502	0.00022819	35.0234
17	0.00022819	0.000335825	11718.6
18	0.000335825	0.000494158	119.388
19	0.000494158	inf	119.388
