time_index	left_time_boundary	right_time_boundary	lambda
0	0	4.98574e-06	19.7198
1	4.98574e-06	1.23199e-05	19.7198
2	1.23199e-05	2.31085e-05	243.207
3	2.31085e-05	3.89789e-05	333.314
4	3.89789e-05	6.23244e-05	304.13
5	6.23244e-05	9.66663e-05	321.983
6	9.66663e-05	0.000147184	342.796
7	0.000147184	0.000221496	514.71
8	0.000221496	0.000330811	442.541
9	0.000330811	0.000491616	409.449
10	0.000491616	0.000728163	409.516
11	0.000728163	0.00107613	459.727
12	0.00107613	0.00158799	555.647
13	0.00158799	0.00234096	889.766
14	0.00234096	0.00344858	1024.02
15	0.00344858	0.00507792	1041.44
16	0.00507792	0.00747471	1041.93
17	0.00747471	0.0110004	1152.48
18	0.0110004	0.0161869	137958
19	0.0161869	inf	137958
