time_index	left_time_boundary	right_time_boundary	lambda
0	0	2.22438e-06	1.65511
1	2.22438e-06	5.49648e-06	1.65511
2	5.49648e-06	1.03098e-05	678.374
3	1.03098e-05	1.73903e-05	516.326
4	1.73903e-05	2.78059e-05	987.666
5	2.78059e-05	4.31274e-05	955.846
6	4.31274e-05	6.56657e-05	809.602
7	6.56657e-05	9.882e-05	787.262
8	9.882e-05	0.000147591	875.056
9	0.000147591	0.000219333	1044.32
10	0.000219333	0.000324868	1269.84
11	0.000324868	0.000480112	1493.44
12	0.000480112	0.00070848	1644.03
13	0.00070848	0.00104441	1656.26
14	0.00104441	0.00153858	1535.79
15	0.00153858	0.0022655	1378.06
16	0.0022655	0.00333483	1535.03
17	0.00333483	0.00490782	1718.73
18	0.00490782	0.00722173	310307
19	0.00722173	inf	310307
