time_index	left_time_boundary	right_time_boundary	lambda
0	0	2.07043e-06	7575.16
1	2.07043e-06	5.11608e-06	7575.16
2	5.11608e-06	9.59629e-06	6508.03
3	9.59629e-06	1.61868e-05	2985.21
4	1.61868e-05	2.58815e-05	2224.63
5	2.58815e-05	4.01427e-05	1483.76
6	4.01427e-05	6.11211e-05	1130.95
7	6.11211e-05	9.19809e-05	1146.84
8	9.19809e-05	0.000137376	1426.07
9	0.000137376	0.000204154	1795.79
10	0.000204154	0.000302385	2004.78
11	0.000302385	0.000446885	1892.13
12	0.000446885	0.000659447	1527.14
13	0.000659447	0.00097213	1113.52
14	0.00097213	0.00143209	811.548
15	0.00143209	0.00210871	673.165
16	0.00210871	0.00310403	681.809
17	0.00310403	0.00456816	773.305
18	0.00456816	0.00672193	674.682
19	0.00672193	inf	674.682
