time_index	left_time_boundary	right_time_boundary	lambda
0	0	2.02679e-06	6056.04
1	2.02679e-06	5.00824e-06	6056.04
2	5.00824e-06	9.39401e-06	5822.82
3	9.39401e-06	1.58456e-05	4236.41
4	1.58456e-05	2.5336e-05	3579.22
5	2.5336e-05	3.92965e-05	3224.56
6	3.92965e-05	5.98328e-05	3064.29
7	5.98328e-05	9.0042e-05	2861.03
8	9.0042e-05	0.00013448	2513.28
9	0.00013448	0.00019985	2123.31
10	0.00019985	0.000296011	1804.35
11	0.000296011	0.000437465	1565.43
12	0.000437465	0.000645547	1363.6
13	0.000645547	0.000951639	1145.94
14	0.000951639	0.00140191	900.598
15	0.00140191	0.00206426	681.033
16	0.00206426	0.0030386	545.126
17	0.0030386	0.00447187	545.921
18	0.00447187	0.00658024	401.351
19	0.00658024	inf	401.351
