time_index	left_time_boundary	right_time_boundary	lambda
0	0	2.7433e-06	418.589
1	2.7433e-06	6.77876e-06	418.589
2	6.77876e-06	1.2715e-05	1011.43
3	1.2715e-05	2.14473e-05	1131.97
4	2.14473e-05	3.42928e-05	1156.56
5	3.42928e-05	5.31887e-05	1082.76
6	5.31887e-05	8.09849e-05	981.769
7	8.09849e-05	0.000121874	982.948
8	0.000121874	0.000182022	1029.64
9	0.000182022	0.000270502	1113.99
10	0.000270502	0.000400657	1224.59
11	0.000400657	0.000592118	1315.16
12	0.000592118	0.000873761	1307.49
13	0.000873761	0.00128806	1107.22
14	0.00128806	0.00189751	835.795
15	0.00189751	0.00279402	761.57
16	0.00279402	0.00411281	903.252
17	0.00411281	0.00605277	843.96
18	0.00605277	0.00890649	564.013
19	0.00890649	inf	564.013
