time_index	left_time_boundary	right_time_boundary	lambda
0	0	1.07903e-06	17771.4
1	1.07903e-06	2.6663e-06	17771.4
2	2.6663e-06	5.0012e-06	23751.7
3	5.0012e-06	8.4359e-06	16106.3
4	8.4359e-06	1.34884e-05	16457.4
5	1.34884e-05	2.09208e-05	16020.8
6	2.09208e-05	3.18539e-05	13129
7	3.18539e-05	4.79368e-05	9465.89
8	4.79368e-05	7.1595e-05	6630.19
9	7.1595e-05	0.000106397	4768.86
10	0.000106397	0.000157591	3502.47
11	0.000157591	0.000232898	2565.56
12	0.000232898	0.000343677	1851.6
13	0.000343677	0.000506636	1344.65
14	0.000506636	0.00074635	1040.5
15	0.00074635	0.00109898	898.909
16	0.00109898	0.0016177	855.742
17	0.0016177	0.00238074	868.289
18	0.00238074	0.0035032	216.814
19	0.0035032	inf	216.814
