time_index	left_time_boundary	right_time_boundary	lambda
0	0	1.89948e-06	2649.77
1	1.89948e-06	4.69365e-06	2649.77
2	4.69365e-06	8.80394e-06	5789.39
3	8.80394e-06	1.48503e-05	3670.69
4	1.48503e-05	2.37445e-05	3362.19
5	2.37445e-05	3.68281e-05	2628.6
6	3.68281e-05	5.60744e-05	2218.87
7	5.60744e-05	8.43861e-05	2083.53
8	8.43861e-05	0.000126033	2086.78
9	0.000126033	0.000187297	2124.74
10	0.000187297	0.000277417	2127.51
11	0.000277417	0.000409986	2000.89
12	0.000409986	0.000604997	1702.37
13	0.000604997	0.000891863	1311.44
14	0.000891863	0.00131385	977.286
15	0.00131385	0.0019346	796.876
16	0.0019346	0.00284773	765.674
17	0.00284773	0.00419097	850.276
18	0.00419097	0.0061669	126.618
19	0.0061669	inf	126.618
