time_index	left_time_boundary	right_time_boundary	lambda
0	0	1.14725e-06	7398.4
1	1.14725e-06	2.83488e-06	7398.4
2	2.83488e-06	5.31743e-06	18680.8
3	5.31743e-06	8.9693e-06	11566.8
4	8.9693e-06	1.43413e-05	13463.3
5	1.43413e-05	2.22436e-05	14958.7
6	2.22436e-05	3.3868e-05	12774.1
7	3.3868e-05	5.09678e-05	8977.71
8	5.09678e-05	7.61219e-05	6111.48
9	7.61219e-05	0.000113124	4363.52
10	0.000113124	0.000167555	3275.6
11	0.000167555	0.000247624	2514.8
12	0.000247624	0.000365408	1910.51
13	0.000365408	0.00053867	1421.02
14	0.00053867	0.000793542	1058.14
15	0.000793542	0.00116846	817.672
16	0.00116846	0.00171998	648.525
17	0.00171998	0.00253127	530.059
18	0.00253127	0.0037247	352.58
19	0.0037247	inf	352.58
