time_index	left_time_boundary	right_time_boundary	lambda
0	0	2.86652e-06	1.09547
1	2.86652e-06	7.08323e-06	1.09547
2	7.08323e-06	1.32861e-05	26.71
3	1.32861e-05	2.24106e-05	629.668
4	2.24106e-05	3.5833e-05	283.693
5	3.5833e-05	5.55777e-05	355.232
6	5.55777e-05	8.46224e-05	697.138
7	8.46224e-05	0.000127348	510.641
8	0.000127348	0.000190198	409.213
9	0.000190198	0.000282651	432.289
10	0.000282651	0.000418653	582.972
11	0.000418653	0.000618713	869.676
12	0.000618713	0.000913007	1285.1
13	0.000913007	0.00134592	1736.62
14	0.00134592	0.00198274	1921.63
15	0.00198274	0.00291952	1878.68
16	0.00291952	0.00429754	1835.91
17	0.00429754	0.00632463	1850.24
18	0.00632463	0.00930653	1399.8
19	0.00930653	inf	1399.8
