time_index	left_time_boundary	right_time_boundary	lambda
0	0	9.91598e-07	15912.4
1	9.91598e-07	2.45026e-06	15912.4
2	2.45026e-06	4.59598e-06	18470
3	4.59598e-06	7.75238e-06	11414.5
4	7.75238e-06	1.23955e-05	9505.11
5	1.23955e-05	1.92256e-05	7421.99
6	1.92256e-05	2.92729e-05	5562.54
7	2.92729e-05	4.40527e-05	4214.2
8	4.40527e-05	6.5794e-05	3356.3
9	6.5794e-05	9.77759e-05	2816.71
10	9.77759e-05	0.000144822	2535.7
11	0.000144822	0.000214028	2467.1
12	0.000214028	0.000315831	2501.06
13	0.000315831	0.000465585	2479.81
14	0.000465585	0.000685877	2272.5
15	0.000685877	0.00100993	1953.37
16	0.00100993	0.00148662	1739.31
17	0.00148662	0.00218784	2375.03
18	0.00218784	0.00321935	19.9973
19	0.00321935	inf	19.9973
