time_index	left_time_boundary	right_time_boundary	lambda
0	0	7.79164e-07	15416.5
1	7.79164e-07	1.92533e-06	15416.5
2	1.92533e-06	3.61136e-06	29602.7
3	3.61136e-06	6.09155e-06	13526.5
4	6.09155e-06	9.73996e-06	7427.07
5	9.73996e-06	1.51069e-05	3822.05
6	1.51069e-05	2.30017e-05	2943.72
7	2.30017e-05	3.46151e-05	3342.69
8	3.46151e-05	5.16987e-05	4552.55
9	5.16987e-05	7.68289e-05	6098.66
10	7.68289e-05	0.000113796	7114.01
11	0.000113796	0.000168176	6613.67
12	0.000168176	0.000248169	4803.72
13	0.000248169	0.000365841	2940.87
14	0.000365841	0.000538939	1746.3
15	0.000538939	0.000793569	1199.79
16	0.000793569	0.00116814	1115.34
17	0.00116814	0.00171913	3037.75
18	0.00171913	0.00252966	111.831
19	0.00252966	inf	111.831
