"","id","guild","sci_name","species","pop","bootstrap","time_index","left_time_boundary","time","right_time_boundary","lambda","Ne"
"4401","CLK_PNG.29","Generalist","Amphiprion clarkii","CLK","PNG","29",0,0,105.569375,211.13875,552.256,2.26344304090856
"4402","CLK_PNG.29","Generalist","Amphiprion clarkii","CLK","PNG","29",1,211.13875,366.43375,521.72875,552.256,2.26344304090856
"4403","CLK_PNG.29","Generalist","Amphiprion clarkii","CLK","PNG","29",2,521.72875,750.170625,978.6125,428.034,2.92032875893037
"4404","CLK_PNG.29","Generalist","Amphiprion clarkii","CLK","PNG","29",3,978.6125,1314.65625,1650.7,864.324,1.44621692791129
"4405","CLK_PNG.29","Generalist","Amphiprion clarkii","CLK","PNG","29",4,1650.7,2145.025,2639.35,1810.88,0.690272132885669
"4406","CLK_PNG.29","Generalist","Amphiprion clarkii","CLK","PNG","29",5,2639.35,3366.5125,4093.675,2171.67,0.575593897783733
"4407","CLK_PNG.29","Generalist","Amphiprion clarkii","CLK","PNG","29",6,4093.675,5163.35,6233.025,2430.21,0.514358841416997
"4408","CLK_PNG.29","Generalist","Amphiprion clarkii","CLK","PNG","29",7,6233.025,7806.53125,9380.0375,3015.1,0.414579947597095
"4409","CLK_PNG.29","Generalist","Amphiprion clarkii","CLK","PNG","29",8,9380.0375,11694.70625,14009.375,3377.8,0.37006335484635
"4410","CLK_PNG.29","Generalist","Amphiprion clarkii","CLK","PNG","29",9,14009.375,17414.3125,20819.25,3273.8,0.381819292565215
"4411","CLK_PNG.29","Generalist","Amphiprion clarkii","CLK","PNG","29",10,20819.25,25827.9375,30836.625,2936.61,0.425660881083971
"4412","CLK_PNG.29","Generalist","Amphiprion clarkii","CLK","PNG","29",11,30836.625,38204.5625,45572.5,2472.12,0.505638884843778
"4413","CLK_PNG.29","Generalist","Amphiprion clarkii","CLK","PNG","29",12,45572.5,56410.875,67249.25,1850.39,0.675533265960149
"4414","CLK_PNG.29","Generalist","Amphiprion clarkii","CLK","PNG","29",13,67249.25,83192.6875,99136.125,1234.09,1.01289209052824
"4415","CLK_PNG.29","Generalist","Amphiprion clarkii","CLK","PNG","29",14,99136.125,122589.3125,146042.5,881.256,1.41843005891591
"4416","CLK_PNG.29","Generalist","Amphiprion clarkii","CLK","PNG","29",15,146042.5,180542.5,215042.5,798.222,1.56598039141993
"4417","CLK_PNG.29","Generalist","Amphiprion clarkii","CLK","PNG","29",16,215042.5,265792.5,316542.5,901.428,1.38668867618934
"4418","CLK_PNG.29","Generalist","Amphiprion clarkii","CLK","PNG","29",17,316542.5,391197.5,465852.5,1154.89,1.0823541636
"4419","CLK_PNG.29","Generalist","Amphiprion clarkii","CLK","PNG","29",18,465852.5,575671.25,685490,344.323,3.63031223589479
"4420","CLK_PNG.29","Generalist","Amphiprion clarkii","CLK","PNG","29",19,685490,685490,Inf,344.323,3.63031223589479
"4423","CLK_PNG.3","Generalist","Amphiprion clarkii","CLK","PNG","3",2,519.555,747.045625,974.53625,3506.22,0.35650928920604
"4424","CLK_PNG.3","Generalist","Amphiprion clarkii","CLK","PNG","3",3,974.53625,1309.180625,1643.825,563.788,2.21714545183651
"4425","CLK_PNG.3","Generalist","Amphiprion clarkii","CLK","PNG","3",4,1643.825,2136.0875,2628.35,1386.41,0.901609192086035
"4426","CLK_PNG.3","Generalist","Amphiprion clarkii","CLK","PNG","3",5,2628.35,3352.4875,4076.625,2274.35,0.549607580187746
"4427","CLK_PNG.3","Generalist","Amphiprion clarkii","CLK","PNG","3",6,4076.625,5141.84375,6207.0625,2598.48,0.48105046026908
"4428","CLK_PNG.3","Generalist","Amphiprion clarkii","CLK","PNG","3",7,6207.0625,7774.0125,9340.9625,3084.21,0.405290171551224
"4429","CLK_PNG.3","Generalist","Amphiprion clarkii","CLK","PNG","3",8,9340.9625,11645.98125,13951,3469.53,0.360279346193865
"4430","CLK_PNG.3","Generalist","Amphiprion clarkii","CLK","PNG","3",9,13951,17341.75,20732.5,3303.25,0.378415197154318
"4431","CLK_PNG.3","Generalist","Amphiprion clarkii","CLK","PNG","3",10,20732.5,25720.3125,30708.125,2879.08,0.434166469844534
"4432","CLK_PNG.3","Generalist","Amphiprion clarkii","CLK","PNG","3",11,30708.125,38045.375,45382.625,2430.28,0.514344026202742
"4433","CLK_PNG.3","Generalist","Amphiprion clarkii","CLK","PNG","3",12,45382.625,56175.8125,66969,1862.07,0.671295923354117
"4434","CLK_PNG.3","Generalist","Amphiprion clarkii","CLK","PNG","3",13,66969,82846.0625,98723.125,1229.47,1.01669825209236
"4435","CLK_PNG.3","Generalist","Amphiprion clarkii","CLK","PNG","3",14,98723.125,122078.4375,145433.75,823.882,1.51720756127698
"4436","CLK_PNG.3","Generalist","Amphiprion clarkii","CLK","PNG","3",15,145433.75,179790,214146.25,724.75,1.7247326664367
"4437","CLK_PNG.3","Generalist","Amphiprion clarkii","CLK","PNG","3",16,214146.25,264685.625,315225,967.909,1.2914437204324
"4438","CLK_PNG.3","Generalist","Amphiprion clarkii","CLK","PNG","3",17,315225,389568.75,463912.5,1278.81,0.977471242796037
"4439","CLK_PNG.3","Generalist","Amphiprion clarkii","CLK","PNG","3",18,463912.5,573273.125,682633.75,396.318,3.15403287259221
"4440","CLK_PNG.3","Generalist","Amphiprion clarkii","CLK","PNG","3",19,682633.75,682633.75,Inf,396.318,3.15403287259221
"4444","CLK_PNG.30","Generalist","Amphiprion clarkii","CLK","PNG","30",3,913.38625,1227.030625,1540.675,3244.42,0.385276875373719
"4445","CLK_PNG.30","Generalist","Amphiprion clarkii","CLK","PNG","30",4,1540.675,2002.05625,2463.4375,2768.71,0.451473791043482
"4446","CLK_PNG.30","Generalist","Amphiprion clarkii","CLK","PNG","30",5,2463.4375,3142.13125,3820.825,2268.52,0.551020048313438
"4447","CLK_PNG.30","Generalist","Amphiprion clarkii","CLK","PNG","30",6,3820.825,4819.2,5817.575,3026.42,0.413029255688239
"4448","CLK_PNG.30","Generalist","Amphiprion clarkii","CLK","PNG","30",7,5817.575,7286.20625,8754.8375,3362.41,0.371757162273488
"4449","CLK_PNG.30","Generalist","Amphiprion clarkii","CLK","PNG","30",8,8754.8375,10915.23125,13075.625,3336.31,0.374665423776568
"4450","CLK_PNG.30","Generalist","Amphiprion clarkii","CLK","PNG","30",9,13075.625,16253.625,19431.625,3353.71,0.372721553145621
"4451","CLK_PNG.30","Generalist","Amphiprion clarkii","CLK","PNG","30",10,19431.625,24106.5,28781.375,3188.2,0.392070760930933
"4452","CLK_PNG.30","Generalist","Amphiprion clarkii","CLK","PNG","30",11,28781.375,35658.1875,42535,2682.94,0.465906803730236
"4453","CLK_PNG.30","Generalist","Amphiprion clarkii","CLK","PNG","30",12,42535,52650.9375,62766.875,1968.71,0.63493353515754
"4454","CLK_PNG.30","Generalist","Amphiprion clarkii","CLK","PNG","30",13,62766.875,77647.6875,92528.5,1323.33,0.94458676218328
"4455","CLK_PNG.30","Generalist","Amphiprion clarkii","CLK","PNG","30",14,92528.5,114418.625,136308.75,920.813,1.35749603882656
"4456","CLK_PNG.30","Generalist","Amphiprion clarkii","CLK","PNG","30",15,136308.75,168509.375,200710,785.769,1.59079831349926
"4457","CLK_PNG.30","Generalist","Amphiprion clarkii","CLK","PNG","30",16,200710,248077.5,295445,896.581,1.39418524372031
"4458","CLK_PNG.30","Generalist","Amphiprion clarkii","CLK","PNG","30",17,295445,365123.75,434802.5,1166.57,1.07151735429507
"4459","CLK_PNG.30","Generalist","Amphiprion clarkii","CLK","PNG","30",18,434802.5,537301.25,639800,600.784,2.08061466350635
"4460","CLK_PNG.30","Generalist","Amphiprion clarkii","CLK","PNG","30",19,639800,639800,Inf,600.784,2.08061466350635
"4464","CLK_PNG.31","Generalist","Amphiprion clarkii","CLK","PNG","31",3,926.6325,1244.82875,1563.025,2291.11,0.545587073514585
"4465","CLK_PNG.31","Generalist","Amphiprion clarkii","CLK","PNG","31",4,1563.025,2031.09375,2499.1625,3096.68,0.403658111267551
"4466","CLK_PNG.31","Generalist","Amphiprion clarkii","CLK","PNG","31",5,2499.1625,3187.7,3876.2375,1659.75,0.753125470703419
"4467","CLK_PNG.31","Generalist","Amphiprion clarkii","CLK","PNG","31",6,3876.2375,4889.09375,5901.95,2059.99,0.60679906213137
"4468","CLK_PNG.31","Generalist","Amphiprion clarkii","CLK","PNG","31",7,5901.95,7391.88125,8881.8125,2869.5,0.43561596096881
"4469","CLK_PNG.31","Generalist","Amphiprion clarkii","CLK","PNG","31",8,8881.8125,11073.53125,13265.25,3502.15,0.356923604071784
"4470","CLK_PNG.31","Generalist","Amphiprion clarkii","CLK","PNG","31",9,13265.25,16489.3125,19713.375,3498.64,0.357281686598221
"4471","CLK_PNG.31","Generalist","Amphiprion clarkii","CLK","PNG","31",10,19713.375,24456.0625,29198.75,3142.78,0.397737035363595
"4472","CLK_PNG.31","Generalist","Amphiprion clarkii","CLK","PNG","31",11,29198.75,36175.3125,43151.875,2705.55,0.462013269021086
"4473","CLK_PNG.31","Generalist","Amphiprion clarkii","CLK","PNG","31",12,43151.875,53414.5625,63677.25,2035.65,0.614054478913369
"4474","CLK_PNG.31","Generalist","Amphiprion clarkii","CLK","PNG","31",13,63677.25,78773.8125,93870.375,1242.11,1.00635209441998
"4475","CLK_PNG.31","Generalist","Amphiprion clarkii","CLK","PNG","31",14,93870.375,116077.6875,138285,756.618,1.65208863653786
"4476","CLK_PNG.31","Generalist","Amphiprion clarkii","CLK","PNG","31",15,138285,170952.5,203620,647.758,1.92973301757755
"4477","CLK_PNG.31","Generalist","Amphiprion clarkii","CLK","PNG","31",16,203620,251675,299730,979.001,1.27681177036591
"4478","CLK_PNG.31","Generalist","Amphiprion clarkii","CLK","PNG","31",17,299730,370419.375,441108.75,3098.65,0.403401481290239
"4481","CLK_PNG.32","Generalist","Amphiprion clarkii","CLK","PNG","32",0,0,96.905,193.81,1209.1,1.03382681333223
"4482","CLK_PNG.32","Generalist","Amphiprion clarkii","CLK","PNG","32",1,193.81,336.36,478.91,1209.1,1.03382681333223
"4483","CLK_PNG.32","Generalist","Amphiprion clarkii","CLK","PNG","32",2,478.91,688.60375,898.2975,2039.18,0.612991496581959
"4484","CLK_PNG.32","Generalist","Amphiprion clarkii","CLK","PNG","32",3,898.2975,1206.76125,1515.225,450.602,2.77406669300181
"4485","CLK_PNG.32","Generalist","Amphiprion clarkii","CLK","PNG","32",4,1515.225,1968.98125,2422.7375,1369.82,0.912528653399717
"4486","CLK_PNG.32","Generalist","Amphiprion clarkii","CLK","PNG","32",5,2422.7375,3090.21875,3757.7,2311.46,0.540783747068952
"4487","CLK_PNG.32","Generalist","Amphiprion clarkii","CLK","PNG","32",6,3757.7,4739.5875,5721.475,3211.07,0.389278340241726
"4488","CLK_PNG.32","Generalist","Amphiprion clarkii","CLK","PNG","32",7,5721.475,7165.84375,8610.2125,3751.36,0.33321248827092
"4489","CLK_PNG.32","Generalist","Amphiprion clarkii","CLK","PNG","32",8,8610.2125,10734.91875,12859.625,3639.7,0.343434898480644
"4490","CLK_PNG.32","Generalist","Amphiprion clarkii","CLK","PNG","32",9,12859.625,15985.125,19110.625,3261.38,0.383273338280115
"4491","CLK_PNG.32","Generalist","Amphiprion clarkii","CLK","PNG","32",10,19110.625,23708.25,28305.875,3008.13,0.415540551771366
"4492","CLK_PNG.32","Generalist","Amphiprion clarkii","CLK","PNG","32",11,28305.875,35069.125,41832.375,2697.24,0.463436698254512
"4493","CLK_PNG.32","Generalist","Amphiprion clarkii","CLK","PNG","32",12,41832.375,51781.1875,61730,2123.71,0.588592604451644
"4494","CLK_PNG.32","Generalist","Amphiprion clarkii","CLK","PNG","32",13,61730,76364.9375,90999.875,1486.6,0.840844880936365
"4495","CLK_PNG.32","Generalist","Amphiprion clarkii","CLK","PNG","32",14,90999.875,112528.0625,134056.25,981.004,1.27420479427199
"4496","CLK_PNG.32","Generalist","Amphiprion clarkii","CLK","PNG","32",15,134056.25,165725,197393.75,712.848,1.75352950418603
"4497","CLK_PNG.32","Generalist","Amphiprion clarkii","CLK","PNG","32",16,197393.75,243978.75,290563.75,694.785,1.79911771267371
"4498","CLK_PNG.32","Generalist","Amphiprion clarkii","CLK","PNG","32",17,290563.75,359091.875,427620,938.111,1.33246492152848
"4499","CLK_PNG.32","Generalist","Amphiprion clarkii","CLK","PNG","32",18,427620,528425.625,629231.25,1418.49,0.88121876079493
"4500","CLK_PNG.32","Generalist","Amphiprion clarkii","CLK","PNG","32",19,629231.25,629231.25,Inf,1418.49,0.88121876079493
"4504","CLK_PNG.33","Generalist","Amphiprion clarkii","CLK","PNG","33",3,889.48875,1194.925625,1500.3625,3423.81,0.365090352560452
"4505","CLK_PNG.33","Generalist","Amphiprion clarkii","CLK","PNG","33",4,1500.3625,1949.675,2398.9875,2183.48,0.572480627255574
"4506","CLK_PNG.33","Generalist","Amphiprion clarkii","CLK","PNG","33",5,2398.9875,3059.925,3720.8625,2055.58,0.608100876638224
"4507","CLK_PNG.33","Generalist","Amphiprion clarkii","CLK","PNG","33",6,3720.8625,4693.11875,5665.375,2741.97,0.455876614259091
"4508","CLK_PNG.33","Generalist","Amphiprion clarkii","CLK","PNG","33",7,5665.375,7095.58125,8525.7875,3726.9,0.335399393597896
"4509","CLK_PNG.33","Generalist","Amphiprion clarkii","CLK","PNG","33",8,8525.7875,10629.64375,12733.5,3975.09,0.314458288994715
"4510","CLK_PNG.33","Generalist","Amphiprion clarkii","CLK","PNG","33",9,12733.5,15828.375,18923.25,3614.66,0.345813990804114
"4511","CLK_PNG.33","Generalist","Amphiprion clarkii","CLK","PNG","33",10,18923.25,23475.8125,28028.375,3167.81,0.394594372768569
"4512","CLK_PNG.33","Generalist","Amphiprion clarkii","CLK","PNG","33",11,28028.375,34725.25,41422.125,2650.32,0.471641160312717
"4513","CLK_PNG.33","Generalist","Amphiprion clarkii","CLK","PNG","33",12,41422.125,51273.4375,61124.75,1987.28,0.629000442816312
"4514","CLK_PNG.33","Generalist","Amphiprion clarkii","CLK","PNG","33",13,61124.75,75616.1875,90107.625,1391.94,0.898027213816687
"4515","CLK_PNG.33","Generalist","Amphiprion clarkii","CLK","PNG","33",14,90107.625,111425.0625,132742.5,978.527,1.27743025997239
"4516","CLK_PNG.33","Generalist","Amphiprion clarkii","CLK","PNG","33",15,132742.5,164100.625,195458.75,792.171,1.57794213623069
"4517","CLK_PNG.33","Generalist","Amphiprion clarkii","CLK","PNG","33",16,195458.75,241586.875,287715,836.961,1.4934985023197
"4518","CLK_PNG.33","Generalist","Amphiprion clarkii","CLK","PNG","33",17,287715,355571.25,423427.5,1018.17,1.22769282143453
"4519","CLK_PNG.33","Generalist","Amphiprion clarkii","CLK","PNG","33",18,423427.5,523244.375,623061.25,629.506,1.98568401254317
"4520","CLK_PNG.33","Generalist","Amphiprion clarkii","CLK","PNG","33",19,623061.25,623061.25,Inf,629.506,1.98568401254317
"4521","CLK_PNG.34","Generalist","Amphiprion clarkii","CLK","PNG","34",0,0,104.55375,209.1075,910.627,1.37268058162123
"4522","CLK_PNG.34","Generalist","Amphiprion clarkii","CLK","PNG","34",1,209.1075,362.908125,516.70875,910.627,1.37268058162123
"4523","CLK_PNG.34","Generalist","Amphiprion clarkii","CLK","PNG","34",2,516.70875,742.953125,969.1975,200.515,6.23394758496871
"4524","CLK_PNG.34","Generalist","Amphiprion clarkii","CLK","PNG","34",3,969.1975,1302.005,1634.8125,1234.55,1.01251468146288
"4525","CLK_PNG.34","Generalist","Amphiprion clarkii","CLK","PNG","34",4,1634.8125,2124.3875,2613.9625,2980.7,0.419364578790217
"4526","CLK_PNG.34","Generalist","Amphiprion clarkii","CLK","PNG","34",5,2613.9625,3334.125,4054.2875,1943.97,0.643014038282484
"4527","CLK_PNG.34","Generalist","Amphiprion clarkii","CLK","PNG","34",6,4054.2875,5113.66875,6173.05,2323.94,0.537879635446698
"4528","CLK_PNG.34","Generalist","Amphiprion clarkii","CLK","PNG","34",7,6173.05,7731.425,9289.8,2946.63,0.424213423470201
"4529","CLK_PNG.34","Generalist","Amphiprion clarkii","CLK","PNG","34",8,9289.8,11582.2125,13874.625,3215.62,0.388727523774575
"4530","CLK_PNG.34","Generalist","Amphiprion clarkii","CLK","PNG","34",9,13874.625,17246.75,20618.875,3240.71,0.385717944524502
"4531","CLK_PNG.34","Generalist","Amphiprion clarkii","CLK","PNG","34",10,20618.875,25579.4375,30540,3006.26,0.41579903268513
"4532","CLK_PNG.34","Generalist","Amphiprion clarkii","CLK","PNG","34",11,30540,37837,45134,2524.09,0.495227983154325
"4533","CLK_PNG.34","Generalist","Amphiprion clarkii","CLK","PNG","34",12,45134,55868.125,66602.25,1864.11,0.670561286619352
"4534","CLK_PNG.34","Generalist","Amphiprion clarkii","CLK","PNG","34",13,66602.25,82392.3125,98182.375,1275.26,0.980192274516569
"4535","CLK_PNG.34","Generalist","Amphiprion clarkii","CLK","PNG","34",14,98182.375,121409.9375,144637.5,909.328,1.3746414934985
"4536","CLK_PNG.34","Generalist","Amphiprion clarkii","CLK","PNG","34",15,144637.5,178805.625,212973.75,764.4,1.63526949241235
"4537","CLK_PNG.34","Generalist","Amphiprion clarkii","CLK","PNG","34",16,212973.75,263235.625,313497.5,848.356,1.47343803780488
"4538","CLK_PNG.34","Generalist","Amphiprion clarkii","CLK","PNG","34",17,313497.5,387434.375,461371.25,1325.86,0.942784306035328
"4539","CLK_PNG.34","Generalist","Amphiprion clarkii","CLK","PNG","34",18,461371.25,570133.125,678895,244.204,5.11867127483579
"4540","CLK_PNG.34","Generalist","Amphiprion clarkii","CLK","PNG","34",19,678895,678895,Inf,244.204,5.11867127483579
"4544","CLK_PNG.35","Generalist","Amphiprion clarkii","CLK","PNG","35",3,899.525,1208.4125,1517.3,1374.89,0.909163642182284
"4545","CLK_PNG.35","Generalist","Amphiprion clarkii","CLK","PNG","35",4,1517.3,1971.675,2426.05,3487.89,0.35838286184484
"4546","CLK_PNG.35","Generalist","Amphiprion clarkii","CLK","PNG","35",5,2426.05,3094.44375,3762.8375,3457.01,0.361584143522871
"4547","CLK_PNG.35","Generalist","Amphiprion clarkii","CLK","PNG","35",6,3762.8375,4746.06875,5729.3,3095.36,0.403830249147111
"4548","CLK_PNG.35","Generalist","Amphiprion clarkii","CLK","PNG","35",7,5729.3,7175.64375,8621.9875,3026.94,0.412958301122586
"4549","CLK_PNG.35","Generalist","Amphiprion clarkii","CLK","PNG","35",8,8621.9875,10749.61875,12877.25,3362.71,0.371723996419554
"4550","CLK_PNG.35","Generalist","Amphiprion clarkii","CLK","PNG","35",9,12877.25,16007,19136.75,3564.82,0.350648840614673
"4551","CLK_PNG.35","Generalist","Amphiprion clarkii","CLK","PNG","35",10,19136.75,23740.625,28344.5,3267.05,0.382608163327773
"4552","CLK_PNG.35","Generalist","Amphiprion clarkii","CLK","PNG","35",11,28344.5,35117,41889.5,2732.38,0.457476632093633
"4553","CLK_PNG.35","Generalist","Amphiprion clarkii","CLK","PNG","35",12,41889.5,51851.9375,61814.375,2095.17,0.596610298925624
"4554","CLK_PNG.35","Generalist","Amphiprion clarkii","CLK","PNG","35",13,61814.375,76469.375,91124.375,1319.14,0.947587064299468
"4555","CLK_PNG.35","Generalist","Amphiprion clarkii","CLK","PNG","35",14,91124.375,112682.1875,134240,759.144,1.64659142402495
"4556","CLK_PNG.35","Generalist","Amphiprion clarkii","CLK","PNG","35",15,134240,165951.875,197663.75,581.883,2.14819817729681
"4557","CLK_PNG.35","Generalist","Amphiprion clarkii","CLK","PNG","35",16,197663.75,244312.5,290961.25,764.274,1.63553908676731
"4558","CLK_PNG.35","Generalist","Amphiprion clarkii","CLK","PNG","35",17,290961.25,359583.125,428205,3674.46,0.34018604094207
"4561","CLK_PNG.36","Generalist","Amphiprion clarkii","CLK","PNG","36",0,0,97.879375,195.75875,533.341,2.34371630907806
"4562","CLK_PNG.36","Generalist","Amphiprion clarkii","CLK","PNG","36",1,195.75875,339.741875,483.725,533.341,2.34371630907806
"4563","CLK_PNG.36","Generalist","Amphiprion clarkii","CLK","PNG","36",2,483.725,695.526875,907.32875,1447.06,0.863820435918345
"4564","CLK_PNG.36","Generalist","Amphiprion clarkii","CLK","PNG","36",3,907.32875,1218.895625,1530.4625,1637.44,0.763386750048857
"4565","CLK_PNG.36","Generalist","Amphiprion clarkii","CLK","PNG","36",4,1530.4625,1988.78125,2447.1,2559.73,0.488332753845132
"4566","CLK_PNG.36","Generalist","Amphiprion clarkii","CLK","PNG","36",5,2447.1,3121.29375,3795.4875,2547.61,0.490655948123928
"4567","CLK_PNG.36","Generalist","Amphiprion clarkii","CLK","PNG","36",6,3795.4875,4787.24375,5779,2146.69,0.582291807387187
"4568","CLK_PNG.36","Generalist","Amphiprion clarkii","CLK","PNG","36",7,5779,7237.89375,8696.7875,2594.86,0.481721557232375
"4569","CLK_PNG.36","Generalist","Amphiprion clarkii","CLK","PNG","36",8,8696.7875,10842.83125,12988.875,3547.77,0.3523340013586
"4570","CLK_PNG.36","Generalist","Amphiprion clarkii","CLK","PNG","36",9,12988.875,16145.8125,19302.75,3968.47,0.314982852333519
"4571","CLK_PNG.36","Generalist","Amphiprion clarkii","CLK","PNG","36",10,19302.75,23946.625,28590.5,3315.56,0.377010218484962
"4572","CLK_PNG.36","Generalist","Amphiprion clarkii","CLK","PNG","36",11,28590.5,35421.6875,42252.875,2516.64,0.496694004704686
"4573","CLK_PNG.36","Generalist","Amphiprion clarkii","CLK","PNG","36",12,42252.875,52301.75,62350.625,2014.61,0.620467485021915
"4574","CLK_PNG.36","Generalist","Amphiprion clarkii","CLK","PNG","36",13,62350.625,77132.75,91914.875,1505.45,0.830316516656149
"4575","CLK_PNG.36","Generalist","Amphiprion clarkii","CLK","PNG","36",14,91914.875,113659.3125,135403.75,1002.41,1.24699474267016
"4576","CLK_PNG.36","Generalist","Amphiprion clarkii","CLK","PNG","36",15,135403.75,167391.25,199378.75,710.565,1.75916348258076
"4577","CLK_PNG.36","Generalist","Amphiprion clarkii","CLK","PNG","36",16,199378.75,246431.875,293485,670.105,1.86537930622813
"4578","CLK_PNG.36","Generalist","Amphiprion clarkii","CLK","PNG","36",17,293485,362701.875,431918.75,906.306,1.37922511822718
"4579","CLK_PNG.36","Generalist","Amphiprion clarkii","CLK","PNG","36",18,431918.75,533738.125,635557.5,1480.53,0.84429224669544
"4580","CLK_PNG.36","Generalist","Amphiprion clarkii","CLK","PNG","36",19,635557.5,635557.5,Inf,1480.53,0.84429224669544
"4585","CLK_PNG.37","Generalist","Amphiprion clarkii","CLK","PNG","37",4,1561.05,2028.53125,2496.0125,3236.07,0.386271001554354
"4586","CLK_PNG.37","Generalist","Amphiprion clarkii","CLK","PNG","37",5,2496.0125,3183.6875,3871.3625,3619.07,0.345392600861547
"4587","CLK_PNG.37","Generalist","Amphiprion clarkii","CLK","PNG","37",6,3871.3625,4882.94375,5894.525,3159.27,0.395661022957835
"4588","CLK_PNG.37","Generalist","Amphiprion clarkii","CLK","PNG","37",7,5894.525,7382.58125,8870.6375,3397.67,0.367899177966077
"4589","CLK_PNG.37","Generalist","Amphiprion clarkii","CLK","PNG","37",8,8870.6375,11059.56875,13248.5,3397.4,0.367928415847413
"4590","CLK_PNG.37","Generalist","Amphiprion clarkii","CLK","PNG","37",9,13248.5,16468.5625,19688.625,3157.26,0.395912911828611
"4591","CLK_PNG.37","Generalist","Amphiprion clarkii","CLK","PNG","37",10,19688.625,24425.3125,29162,2867.9,0.435858990899264
"4592","CLK_PNG.37","Generalist","Amphiprion clarkii","CLK","PNG","37",11,29162,36129.75,43097.5,2486.89,0.502635822251889
"4593","CLK_PNG.37","Generalist","Amphiprion clarkii","CLK","PNG","37",12,43097.5,53347.25,63597,1962.89,0.636816123165333
"4594","CLK_PNG.37","Generalist","Amphiprion clarkii","CLK","PNG","37",13,63597,78674.625,93752.25,1406.44,0.888768806347942
"4595","CLK_PNG.37","Generalist","Amphiprion clarkii","CLK","PNG","37",14,93752.25,115931.75,138111.25,983.421,1.27107312127766
"4596","CLK_PNG.37","Generalist","Amphiprion clarkii","CLK","PNG","37",15,138111.25,170737.5,203363.75,771.585,1.62004186188171
"4597","CLK_PNG.37","Generalist","Amphiprion clarkii","CLK","PNG","37",16,203363.75,251358.125,299352.5,789.527,1.58322641277626
"4598","CLK_PNG.37","Generalist","Amphiprion clarkii","CLK","PNG","37",17,299352.5,369953.125,440553.75,1002.39,1.24701962310079
"4599","CLK_PNG.37","Generalist","Amphiprion clarkii","CLK","PNG","37",18,440553.75,544408.125,648262.5,1235.44,1.01178527488182
"4600","CLK_PNG.37","Generalist","Amphiprion clarkii","CLK","PNG","37",19,648262.5,648262.5,Inf,1235.44,1.01178527488182
"4604","CLK_PNG.38","Generalist","Amphiprion clarkii","CLK","PNG","38",3,870.27375,1169.111875,1467.95,573.211,2.18069785820579
"4605","CLK_PNG.38","Generalist","Amphiprion clarkii","CLK","PNG","38",4,1467.95,1907.55625,2347.1625,4964.4,0.25179276448312
"4606","CLK_PNG.38","Generalist","Amphiprion clarkii","CLK","PNG","38",5,2347.1625,2993.825,3640.4875,3192.29,0.391568435198556
"4607","CLK_PNG.38","Generalist","Amphiprion clarkii","CLK","PNG","38",6,3640.4875,4591.7375,5542.9875,3242.07,0.385556141600891
"4608","CLK_PNG.38","Generalist","Amphiprion clarkii","CLK","PNG","38",7,5542.9875,6942.3,8341.6125,3949.91,0.316462906749774
"4609","CLK_PNG.38","Generalist","Amphiprion clarkii","CLK","PNG","38",8,8341.6125,10400.03125,12458.45,4000.28,0.312478126531143
"4610","CLK_PNG.38","Generalist","Amphiprion clarkii","CLK","PNG","38",9,12458.45,15486.4125,18514.375,3623.96,0.344926544443095
"4611","CLK_PNG.38","Generalist","Amphiprion clarkii","CLK","PNG","38",10,18514.375,22968.625,27422.875,3227.76,0.387265472030139
"4612","CLK_PNG.38","Generalist","Amphiprion clarkii","CLK","PNG","38",11,27422.875,33975.125,40527.375,2731.31,0.457655850123201
"4613","CLK_PNG.38","Generalist","Amphiprion clarkii","CLK","PNG","38",12,40527.375,50165.8125,59804.25,1997.06,0.62592010255075
"4614","CLK_PNG.38","Generalist","Amphiprion clarkii","CLK","PNG","38",13,59804.25,73982.6875,88161.125,1301.47,0.960452411503915
"4615","CLK_PNG.38","Generalist","Amphiprion clarkii","CLK","PNG","38",14,88161.125,109018.0625,129875,897.713,1.39242720112107
"4616","CLK_PNG.38","Generalist","Amphiprion clarkii","CLK","PNG","38",15,129875,160555.625,191236.25,793.176,1.5759427920159
"4617","CLK_PNG.38","Generalist","Amphiprion clarkii","CLK","PNG","38",16,191236.25,236368.125,281500,1006.27,1.24221133492999
"4618","CLK_PNG.38","Generalist","Amphiprion clarkii","CLK","PNG","38",17,281500,347890,414280,2035.71,0.614036380427468
"4621","CLK_PNG.39","Generalist","Amphiprion clarkii","CLK","PNG","39",0,0,102.86625,205.7325,433.236,2.88526345917698
"4622","CLK_PNG.39","Generalist","Amphiprion clarkii","CLK","PNG","39",1,205.7325,357.051875,508.37125,433.236,2.88526345917698
"4624","CLK_PNG.39","Generalist","Amphiprion clarkii","CLK","PNG","39",3,953.55625,1280.996875,1608.4375,4233.43,0.295268848191655
"4625","CLK_PNG.39","Generalist","Amphiprion clarkii","CLK","PNG","39",4,1608.4375,2090.10625,2571.775,3414.74,0.366060080708927
"4626","CLK_PNG.39","Generalist","Amphiprion clarkii","CLK","PNG","39",5,2571.775,3280.31875,3988.8625,2984.68,0.418805366069394
"4627","CLK_PNG.39","Generalist","Amphiprion clarkii","CLK","PNG","39",6,3988.8625,5031.15,6073.4375,2940.79,0.425055852338997
