time_index	left_time_boundary	right_time_boundary	lambda
0	0	9.35789e-06	3.04701
1	9.35789e-06	2.1384e-05	3.04701
2	2.1384e-05	3.68393e-05	3472.52
3	3.68393e-05	5.67013e-05	4070.38
4	5.67013e-05	8.22268e-05	4867.02
5	8.22268e-05	0.00011503	5043.35
6	0.00011503	0.000157188	4754.89
7	0.000157188	0.000211365	4046.4
8	0.000211365	0.000280991	3235.86
9	0.000280991	0.000370469	2488.79
10	0.000370469	0.000485461	1788.56
11	0.000485461	0.00063324	1193.96
12	0.00063324	0.000823158	809.615
13	0.000823158	0.00106723	620.845
14	0.00106723	0.00138089	562.111
15	0.00138089	0.00178399	606.138
16	0.00178399	0.00230202	846.108
17	0.00230202	0.00296777	6238.63
18	0.00296777	0.00382334	3.047
19	0.00382334	inf	3.047
