time_index	left_time_boundary	right_time_boundary	lambda
0	0	8.61478e-07	5307.06
1	8.61478e-07	2.12873e-06	5307.06
2	2.12873e-06	3.99288e-06	23676.8
3	3.99288e-06	6.73509e-06	24172.7
4	6.73509e-06	1.07689e-05	5918.5
5	1.07689e-05	1.67028e-05	2060.72
6	1.67028e-05	2.54317e-05	1566.16
7	2.54317e-05	3.8272e-05	2197.61
8	3.8272e-05	5.71604e-05	3827.77
9	5.71604e-05	8.49455e-05	5985
10	8.49455e-05	0.000125818	7300.92
11	0.000125818	0.000185943	6401.05
12	0.000185943	0.000274387	4249.19
13	0.000274387	0.00040449	2298.45
14	0.00040449	0.000595875	1121.06
15	0.000595875	0.000877406	662.753
16	0.000877406	0.00129154	637.797
17	0.00129154	0.00190075	4904.48
18	0.00190075	0.0027969	10.1869
19	0.0027969	inf	10.1869
