time_index	left_time_boundary	right_time_boundary	lambda
0	0	2.04878e-06	4775.98
1	2.04878e-06	5.06257e-06	4775.98
2	5.06257e-06	9.49592e-06	4690.85
3	9.49592e-06	1.60175e-05	3130.39
4	1.60175e-05	2.56108e-05	2668.26
5	2.56108e-05	3.97228e-05	1958.04
6	3.97228e-05	6.04818e-05	1422.59
7	6.04818e-05	9.10188e-05	1627.12
8	9.10188e-05	0.000135939	1918.14
9	0.000135939	0.000202018	2004.82
10	0.000202018	0.000299222	1936.85
11	0.000299222	0.00044221	1784.42
12	0.00044221	0.000652549	1502.4
13	0.000652549	0.000961962	1104.74
14	0.000961962	0.00141712	794.498
15	0.00141712	0.00208665	702.762
16	0.00208665	0.00307156	842.68
17	0.00307156	0.00452038	1363.83
18	0.00452038	0.00665162	42.7087
19	0.00665162	inf	42.7087
