time_index	left_time_boundary	right_time_boundary	lambda
0	0	8.16324e-07	3.84668
1	8.16324e-07	2.01715e-06	3.84668
2	2.01715e-06	3.7836e-06	36722.5
3	3.7836e-06	6.38208e-06	11716.8
4	6.38208e-06	1.02045e-05	8328.62
5	1.02045e-05	1.58273e-05	6973.57
6	1.58273e-05	2.40987e-05	3819.19
7	2.40987e-05	3.6266e-05	3057.45
8	3.6266e-05	5.41643e-05	3976.81
9	5.41643e-05	8.04932e-05	5527.99
10	8.04932e-05	0.000119223	6614.65
11	0.000119223	0.000176196	6273.18
12	0.000176196	0.000260005	4873.41
13	0.000260005	0.000383289	3332.45
14	0.000383289	0.000564642	2095.78
15	0.000564642	0.000831417	1295.09
16	0.000831417	0.00122385	851.637
17	0.00122385	0.00180112	722.308
18	0.00180112	0.0026503	471.776
19	0.0026503	inf	471.776
