time_index	left_time_boundary	right_time_boundary	lambda
0	0	4.78668e-06	9092.95
1	4.78668e-06	1.09382e-05	9092.95
2	1.09382e-05	1.88437e-05	28415.7
3	1.88437e-05	2.90034e-05	8672.12
4	2.90034e-05	4.206e-05	5848.74
5	4.206e-05	5.88395e-05	5635.64
6	5.88395e-05	8.04034e-05	5997.02
7	8.04034e-05	0.000108116	6451.01
8	0.000108116	0.00014373	7064.41
9	0.00014373	0.0001895	7423.65
10	0.0001895	0.000248319	6715.67
11	0.000248319	0.00032391	4821.12
12	0.00032391	0.000421055	2454.13
13	0.000421055	0.0005459	965.293
14	0.0005459	0.000706342	414.457
15	0.000706342	0.000912531	259.826
16	0.000912531	0.00117751	271.949
17	0.00117751	0.00151805	5776.58
18	0.00151805	0.00195569	15.7809
19	0.00195569	inf	15.7809
