time_index	left_time_boundary	right_time_boundary	lambda
0	0	8.09747e-07	3.87792
1	8.09747e-07	2.0009e-06	3.87792
2	2.0009e-06	3.75312e-06	16940.7
3	3.75312e-06	6.33066e-06	9181.8
4	6.33066e-06	1.01223e-05	4037.69
5	1.01223e-05	1.56998e-05	5020.39
6	1.56998e-05	2.39045e-05	4158.85
7	2.39045e-05	3.59738e-05	3333.53
8	3.59738e-05	5.37279e-05	4208.17
9	5.37279e-05	7.98446e-05	5813.12
10	7.98446e-05	0.000118263	6932.76
11	0.000118263	0.000174777	6718.09
12	0.000174777	0.00025791	5210.92
13	0.00025791	0.000380201	3183.74
14	0.000380201	0.000560093	1733.7
15	0.000560093	0.000824718	1131.29
16	0.000824718	0.00121399	1043.08
17	0.00121399	0.00178661	2746.4
18	0.00178661	0.00262895	143.42
19	0.00262895	inf	143.42
