time_index	left_time_boundary	right_time_boundary	lambda
0	0	9.39281e-06	3.03568
1	9.39281e-06	2.14638e-05	3.03568
2	2.14638e-05	3.69767e-05	4852.9
3	3.69767e-05	5.69129e-05	4670.42
4	5.69129e-05	8.25336e-05	4920.23
5	8.25336e-05	0.00011546	4822.11
6	0.00011546	0.000157774	4484.21
7	0.000157774	0.000212154	3837.7
8	0.000212154	0.000282039	3104.17
9	0.000282039	0.000371851	2424.65
10	0.000371851	0.000487272	1809.69
11	0.000487272	0.000635603	1311.97
12	0.000635603	0.000826229	995.872
13	0.000826229	0.00107121	836.512
14	0.00107121	0.00138604	769.116
15	0.00138604	0.00179064	764.408
16	0.00179064	0.00231061	904.908
17	0.00231061	0.00297884	2527.46
18	0.00297884	0.00383761	9.02406
19	0.00383761	inf	9.02406
