time_index	left_time_boundary	right_time_boundary	lambda
0	0	2.03754e-06	4325.1
1	2.03754e-06	5.0348e-06	4325.1
2	5.0348e-06	9.44383e-06	11106.8
3	9.44383e-06	1.59296e-05	4786.36
4	1.59296e-05	2.54703e-05	1980.83
5	2.54703e-05	3.95049e-05	1206.23
6	3.95049e-05	6.01501e-05	1255.19
7	6.01501e-05	9.05195e-05	1550.51
8	9.05195e-05	0.000135194	1791.57
9	0.000135194	0.00020091	1962.6
10	0.00020091	0.000297581	1998.55
11	0.000297581	0.000439785	1844.9
12	0.000439785	0.00064897	1518.13
13	0.00064897	0.000956686	1111.53
14	0.000956686	0.00140934	803.2
15	0.00140934	0.00207521	682.197
16	0.00207521	0.00305471	712.713
17	0.00305471	0.00449558	742.257
18	0.00449558	0.00661513	289
19	0.00661513	inf	289
