time_index	left_time_boundary	right_time_boundary	lambda
0	0	4.85064e-06	7401.88
1	4.85064e-06	1.10844e-05	7401.88
2	1.10844e-05	1.90956e-05	27602.6
3	1.90956e-05	2.9391e-05	7585.4
4	2.9391e-05	4.26221e-05	5059.77
5	4.26221e-05	5.96258e-05	5176.34
6	5.96258e-05	8.14778e-05	6025.53
7	8.14778e-05	0.000109561	7001.75
8	0.000109561	0.000145651	7773.91
9	0.000145651	0.000192032	7657.31
10	0.000192032	0.000251638	6257.25
11	0.000251638	0.000328239	3935
12	0.000328239	0.000426682	1661.95
13	0.000426682	0.000553195	541.852
14	0.000553195	0.000715781	209.141
15	0.000715781	0.000924726	133.217
16	0.000924726	0.00119325	163.593
17	0.00119325	0.00153834	8031.03
18	0.00153834	0.00198182	5.8783
19	0.00198182	inf	5.8783
