time_index	left_time_boundary	right_time_boundary	lambda
0	0	2.13632e-06	4901.86
1	2.13632e-06	5.27889e-06	4901.86
2	5.27889e-06	9.90167e-06	3487.29
3	9.90167e-06	1.67019e-05	2445.56
4	1.67019e-05	2.67051e-05	2356.24
5	2.67051e-05	4.14201e-05	1619.91
6	4.14201e-05	6.30662e-05	1244.67
7	6.30662e-05	9.4908e-05	1452.99
8	9.4908e-05	0.000141748	1748.65
9	0.000141748	0.00021065	1908.42
10	0.00021065	0.000312007	1919.91
11	0.000312007	0.000461106	1782.78
12	0.000461106	0.000680432	1456.15
13	0.000680432	0.00100307	1017.57
14	0.00100307	0.00147767	708.109
15	0.00147767	0.00217582	639.238
16	0.00217582	0.00320281	802.221
17	0.00320281	0.00471353	1711.43
18	0.00471353	0.00693584	31.0365
19	0.00693584	inf	31.0365
