time_index	left_time_boundary	right_time_boundary	lambda
0	0	1.03159e-06	3.04399
1	1.03159e-06	2.54907e-06	3.04399
2	2.54907e-06	4.78133e-06	7836.48
3	4.78133e-06	8.06502e-06	12104.6
4	8.06502e-06	1.28954e-05	5217.95
5	1.28954e-05	2.0001e-05	4485.36
6	2.0001e-05	3.04535e-05	5847.38
7	3.04535e-05	4.58293e-05	6367.95
8	4.58293e-05	6.84474e-05	5812.3
9	6.84474e-05	0.000101719	5235.65
10	0.000101719	0.000150662	4709.54
11	0.000150662	0.000222659	4096.1
12	0.000222659	0.000328568	3318.86
13	0.000328568	0.000484362	2361.66
14	0.000484362	0.000713538	1464.68
15	0.000713538	0.00105066	783.404
16	0.00105066	0.00154657	393.941
17	0.00154657	0.00227607	241.8
18	0.00227607	0.00334918	1094.09
19	0.00334918	inf	1094.09
