time_index	left_time_boundary	right_time_boundary	lambda
0	0	7.31373e-07	4.29349
1	7.31373e-07	1.80724e-06	4.29349
2	1.80724e-06	3.38986e-06	4.29349
3	3.38986e-06	5.71792e-06	5271.54
4	5.71792e-06	9.14255e-06	23054.9
5	9.14255e-06	1.41803e-05	17870.4
6	1.41803e-05	2.15908e-05	9233.61
7	2.15908e-05	3.24919e-05	6601.61
8	3.24919e-05	4.85276e-05	6488.53
9	4.85276e-05	7.21165e-05	6958.05
10	7.21165e-05	0.000106816	6099.68
11	0.000106816	0.00015786	4261.81
12	0.00015786	0.000232947	2997.34
13	0.000232947	0.000343402	2312.85
14	0.000343402	0.000505882	1900.88
15	0.000505882	0.000744894	1645.36
16	0.000744894	0.00109649	1482.51
17	0.00109649	0.00161369	1350.02
18	0.00161369	0.0023745	201.166
19	0.0023745	inf	201.166
