time_index	left_time_boundary	right_time_boundary	lambda
0	0	1.46013e-07	21.5059
1	1.46013e-07	3.608e-07	21.5059
2	3.608e-07	6.76758e-07	21.506
3	6.76758e-07	1.14154e-06	21.5059
4	1.14154e-06	1.82524e-06	43023.7
5	1.82524e-06	2.83097e-06	31168.2
6	2.83097e-06	4.31043e-06	40919.8
7	4.31043e-06	6.48675e-06	57769.8
8	6.48675e-06	9.68816e-06	65515
9	9.68816e-06	1.43975e-05	62273.5
10	1.43975e-05	2.1325e-05	54720.5
11	2.1325e-05	3.15156e-05	43323
12	3.15156e-05	4.65061e-05	27477.4
13	4.65061e-05	6.85574e-05	11046.8
14	6.85574e-05	0.000100995	2699.73
15	0.000100995	0.000148712	730.898
16	0.000148712	0.000218905	467.901
17	0.000218905	0.000322159	26167.2
18	0.000322159	0.000474049	21.5059
19	0.000474049	inf	21.5059
