time_index	left_time_boundary	right_time_boundary	lambda
0	0	1.68077e-07	18.6829
1	1.68077e-07	4.15321e-07	18.6829
2	4.15321e-07	7.79023e-07	49632.5
3	7.79023e-07	1.31404e-06	65811.9
4	1.31404e-06	2.10105e-06	87998.7
5	2.10105e-06	3.25877e-06	41024
6	3.25877e-06	4.96179e-06	23918
7	4.96179e-06	7.46697e-06	24447
8	7.46697e-06	1.11521e-05	32396.1
9	1.11521e-05	1.65731e-05	41074
10	1.65731e-05	2.45475e-05	41664.7
11	2.45475e-05	3.62779e-05	32216.3
12	3.62779e-05	5.35336e-05	21085.7
13	5.35336e-05	7.89171e-05	12430.6
14	7.89171e-05	0.000116257	6306.32
15	0.000116257	0.000171184	2912.48
16	0.000171184	0.000251984	1703.3
17	0.000251984	0.000370841	16914.4
18	0.000370841	0.000545683	18.6828
19	0.000545683	inf	18.6828
