time_index	left_time_boundary	right_time_boundary	lambda
0	0	2.44059e-07	12.8663
1	2.44059e-07	6.03074e-07	12.8663
2	6.03074e-07	1.13119e-06	243505
3	1.13119e-06	1.90807e-06	123815
4	1.90807e-06	3.05087e-06	73875.5
5	3.05087e-06	4.73194e-06	52646.6
6	4.73194e-06	7.20485e-06	37731.3
7	7.20485e-06	1.08425e-05	27650.4
8	1.08425e-05	1.61937e-05	22111.8
9	1.61937e-05	2.40653e-05	18612
10	2.40653e-05	3.56446e-05	16188.2
11	3.56446e-05	5.26779e-05	14036.5
12	5.26779e-05	7.77344e-05	11713.9
13	7.77344e-05	0.000114593	8461.59
14	0.000114593	0.000168813	5081.74
15	0.000168813	0.000248571	2828.29
16	0.000248571	0.000365897	1797.35
17	0.000365897	0.000538486	13673.1
18	0.000538486	0.000792368	16.5489
19	0.000792368	inf	16.5489
