time_index	left_time_boundary	right_time_boundary	lambda
0	0	4.35659e-07	7.20789
1	4.35659e-07	1.07652e-06	7.20789
2	1.07652e-06	2.01924e-06	7.20844
3	2.01924e-06	3.40601e-06	7.20797
4	3.40601e-06	5.44597e-06	777.892
5	5.44597e-06	8.44679e-06	23127.9
6	8.44679e-06	1.28611e-05	34001
7	1.28611e-05	1.93546e-05	22476.2
8	1.93546e-05	2.89066e-05	11111.9
9	2.89066e-05	4.29579e-05	7525.36
10	4.29579e-05	6.36276e-05	8420.06
11	6.36276e-05	9.40331e-05	13006.1
12	9.40331e-05	0.00013876	12704
13	0.00013876	0.000204555	6121.35
14	0.000204555	0.00030134	2343.1
15	0.00030134	0.000443713	2124.62
16	0.000443713	0.000653147	922.418
17	0.000653147	0.000961229	253.112
18	0.000961229	0.00141442	2464.3
19	0.00141442	inf	2464.3
