time_index	left_time_boundary	right_time_boundary	lambda
0	0	1.25274e-06	2.50663
1	1.25274e-06	3.09554e-06	2.50663
2	3.09554e-06	5.80634e-06	3681.8
3	5.80634e-06	9.79398e-06	5468.84
4	9.79398e-06	1.56599e-05	4537.26
5	1.56599e-05	2.42888e-05	5651.8
6	2.42888e-05	3.6982e-05	5419.38
7	3.6982e-05	5.5654e-05	4985.8
8	5.5654e-05	8.3121e-05	4777.64
9	8.3121e-05	0.000123525	4547.99
10	0.000123525	0.000182961	4179.96
11	0.000182961	0.000270392	3552.9
12	0.000270392	0.000399005	2610.26
13	0.000399005	0.000588198	1692.43
14	0.000588198	0.000866504	1090.07
15	0.000866504	0.0012759	772.625
16	0.0012759	0.00187813	637.686
17	0.00187813	0.00276401	592.182
18	0.00276401	0.00406717	239.281
19	0.00406717	inf	239.281
