time_index	left_time_boundary	right_time_boundary	lambda
0	0	5.0805e-07	6.18077
1	5.0805e-07	1.2554e-06	6.18077
2	1.2554e-06	2.35477e-06	130776
3	2.35477e-06	3.97197e-06	36999.3
4	3.97197e-06	6.35089e-06	20640.4
5	6.35089e-06	9.85035e-06	18595.5
6	9.85035e-06	1.49981e-05	17110.6
7	1.49981e-05	2.25706e-05	14120.8
8	2.25706e-05	3.37098e-05	11021.4
9	3.37098e-05	5.00959e-05	8861.56
10	5.00959e-05	7.42002e-05	7611.12
11	7.42002e-05	0.000109658	6513.95
12	0.000109658	0.000161817	4952.42
13	0.000161817	0.000238545	3092.96
14	0.000238545	0.000351412	1630.09
15	0.000351412	0.000517443	890.315
16	0.000517443	0.000761677	701.429
17	0.000761677	0.00112095	8688.49
18	0.00112095	0.00164945	8.31969
19	0.00164945	inf	8.31969
