Sample_ID,Anemonefish.Species,Species_Abbreviation,Country,Country_Abbreviation,Location,Pop_ID,Coord.X,Coord.Y,Host category,Accession
3788,Amphiprion_clarkii,CLK,Papua New Guinea,PNG,Kavieng,PNG_Kavieng,151.416667,-3,Generalist,SAMN45957759
3823,Amphiprion_clarkii,CLK,Papua New Guinea,PNG,Kavieng,PNG_Kavieng,151.416667,-3,Generalist,SAMN45957760
3825,Amphiprion_clarkii,CLK,Papua New Guinea,PNG,Kavieng,PNG_Kavieng,151.416667,-3,Generalist,SAMN45957761
3826,Amphiprion_clarkii,CLK,Papua New Guinea,PNG,Kavieng,PNG_Kavieng,151.416667,-3,Generalist,SAMN45957762
3827,Amphiprion_clarkii,CLK,Papua New Guinea,PNG,Kavieng,PNG_Kavieng,151.416667,-3,Generalist,SAMN45957763
3828,Amphiprion_clarkii,CLK,Papua New Guinea,PNG,Kavieng,PNG_Kavieng,151.416667,-3,Generalist,SAMN45957764
3829,Amphiprion_clarkii,CLK,Papua New Guinea,PNG,Kavieng,PNG_Kavieng,151.416667,-3,Generalist,SAMN45957765
3830,Amphiprion_clarkii,CLK,Papua New Guinea,PNG,Kavieng,PNG_Kavieng,151.416667,-3,Generalist,SAMN45957766
AC3723,Amphiprion_clarkii,CLK,Papua New Guinea,PNG,Kavieng,PNG_Kavieng,151.416667,-3,Generalist,SAMN41501624
AC3725,Amphiprion_clarkii,CLK,Papua New Guinea,PNG,Kavieng,PNG_Kavieng,151.416667,-3,Generalist,SAMN41501625
AC3726,Amphiprion_clarkii,CLK,Papua New Guinea,PNG,Kavieng,PNG_Kavieng,151.416667,-3,Generalist,SAMN41501626
AC3728,Amphiprion_clarkii,CLK,Papua New Guinea,PNG,Kavieng,PNG_Kavieng,151.416667,-3,Generalist,SAMN41501627
AC3730,Amphiprion_clarkii,CLK,Papua New Guinea,PNG,Kavieng,PNG_Kavieng,151.416667,-3,Generalist,SAMN41501628
AC3749,Amphiprion_clarkii,CLK,Papua New Guinea,PNG,Kavieng,PNG_Kavieng,151.416667,-3,Generalist,SAMN41501629
AC3750,Amphiprion_clarkii,CLK,Papua New Guinea,PNG,Kavieng,PNG_Kavieng,151.416667,-3,Generalist,SAMN41501630
AC3751,Amphiprion_clarkii,CLK,Papua New Guinea,PNG,Kavieng,PNG_Kavieng,151.416667,-3,Generalist,SAMN41501631
AC3753,Amphiprion_clarkii,CLK,Papua New Guinea,PNG,Kavieng,PNG_Kavieng,151.416667,-3,Generalist,SAMN41501632
AC3764,Amphiprion_clarkii,CLK,Papua New Guinea,PNG,Kavieng,PNG_Kavieng,151.416667,-3,Generalist,SAMN41501633
AC3789,Amphiprion_clarkii,CLK,Papua New Guinea,PNG,Kavieng,PNG_Kavieng,151.416667,-3,Generalist,SAMN41501634
AC027,Amphiprion_clarkii,CLK,New Caledonia,NCD,Touho,NCD_Touho,165.3267822,-20.7960485,Generalist,SAMN41501616
NC028,Amphiprion_clarkii,CLK,New Caledonia,NCD,Touho,NCD_Touho,165.3267822,-20.7960485,Generalist,SAMN41501617
NC029,Amphiprion_clarkii,CLK,New Caledonia,NCD,Touho,NCD_Touho,165.3267822,-20.7960485,Generalist,SAMN41501618
NC032,Amphiprion_clarkii,CLK,New Caledonia,NCD,Touho,NCD_Touho,165.3267822,-20.7960485,Generalist,SAMN41501619
NC037,Amphiprion_clarkii,CLK,New Caledonia,NCD,Touho,NCD_Touho,165.3267822,-20.7960485,Generalist,SAMN41501620
NC043,Amphiprion_clarkii,CLK,New Caledonia,NCD,Touho,NCD_Touho,165.3267822,-20.7960485,Generalist,SAMN41501621
AC062,Amphiprion_clarkii,CLK,New Caledonia,NCD,Noumea,NCD_Noumea,166.2585091,-22.352842,Generalist,SAMN41501622
CLK_113,Amphiprion_clarkii,CLK,Thailand,THA,PhiPhi,THA_PhiPhi,98.77664337,7.7522403,Generalist,SAMN45957767
CLK_120,Amphiprion_clarkii,CLK,Thailand,THA,PhiPhi,THA_PhiPhi,98.77664337,7.7522403,Generalist,SAMN45957768
CLK_123,Amphiprion_clarkii,CLK,Thailand,THA,PhiPhi,THA_PhiPhi,98.77664337,7.7522403,Generalist,SAMN45957769
CLK_130,Amphiprion_clarkii,CLK,Thailand,THA,PhiPhi,THA_PhiPhi,98.77664337,7.7522403,Generalist,SAMN45957770
CLK_133,Amphiprion_clarkii,CLK,Thailand,THA,PhiPhi,THA_PhiPhi,98.77664337,7.7522403,Generalist,SAMN45957771
CLK_65,Amphiprion_clarkii,CLK,Thailand,THA,Phuket,THA_Phuket,98.3529292,7.9366015,Generalist,SAMN45957772
CLK_68,Amphiprion_clarkii,CLK,Thailand,THA,Phuket,THA_Phuket,98.3529292,7.9366015,Generalist,SAMN45957773
CLK_71,Amphiprion_clarkii,CLK,Thailand,THA,Phuket,THA_Phuket,98.3529292,7.9366015,Generalist,SAMN45957774
CLK_76,Amphiprion_clarkii,CLK,Thailand,THA,Phuket,THA_Phuket,98.3529292,7.9366015,Generalist,SAMN45957775
2355,Amphiprion_clarkii,CLK,Solomon Islands,SOI,Roviana,SOI_Roviana,157.327617,-8.3527301,Generalist,SAMN41501645
2356,Amphiprion_clarkii,CLK,Solomon Islands,SOI,Roviana,SOI_Roviana,157.327617,-8.3527301,Generalist,SAMN41501646
2357,Amphiprion_clarkii,CLK,Solomon Islands,SOI,Roviana,SOI_Roviana,157.327617,-8.3527301,Generalist,SAMN41501647
2358,Amphiprion_clarkii,CLK,Solomon Islands,SOI,Roviana,SOI_Roviana,157.327617,-8.3527301,Generalist,SAMN41501648
2359,Amphiprion_clarkii,CLK,Solomon Islands,SOI,Roviana,SOI_Roviana,157.327617,-8.3527301,Generalist,SAMN41501649
2360,Amphiprion_clarkii,CLK,Solomon Islands,SOI,Roviana,SOI_Roviana,157.327617,-8.3527301,Generalist,SAMN41501650
2361,Amphiprion_clarkii,CLK,Solomon Islands,SOI,Roviana,SOI_Roviana,157.327617,-8.3527301,Generalist,SAMN41501651
AC2353,Amphiprion_clarkii,CLK,Solomon Islands,SOI,Roviana,SOI_Roviana,157.327617,-8.3527301,Generalist,SAMN41501652
AC2354,Amphiprion_clarkii,CLK,Solomon Islands,SOI,Roviana,SOI_Roviana,157.327617,-8.3527301,Generalist,SAMN41501653
CLK_85,Amphiprion_clarkii,CLK,Thailand,THA,Similan,THA_Similan,97.64486602,8.6487805,Generalist,SAMN45957776
CLK_90,Amphiprion_clarkii,CLK,Thailand,THA,Similan,THA_Similan,97.64486602,8.6487805,Generalist,SAMN45957777
CLK_91,Amphiprion_clarkii,CLK,Thailand,THA,Similan,THA_Similan,97.64486602,8.6487805,Generalist,SAMN45957778
CLK_95,Amphiprion_clarkii,CLK,Thailand,THA,Similan,THA_Similan,97.64486602,8.6487805,Generalist,SAMN45957779
AC021,Amphiprion_clarkii,CLK,New Caledonia,NCD,Tibarama,NCD_Tibarama,165.3820202,-20.9371423,Generalist,SAMN41501623
GB081,Amphiprion_clarkii,CLK,Indonesia,IDN,Bali,IDN_Bali,115.5928337,-8.2775419,Generalist,SAMN41501601
GB083,Amphiprion_clarkii,CLK,Indonesia,IDN,Bali,IDN_Bali,115.5928337,-8.2775419,Generalist,SAMN41501602
GB087,Amphiprion_clarkii,CLK,Indonesia,IDN,Bali,IDN_Bali,115.5928337,-8.2775419,Generalist,SAMN41501603
GB088,Amphiprion_clarkii,CLK,Indonesia,IDN,Bali,IDN_Bali,115.5928337,-8.2775419,Generalist,SAMN41501604
GB092,Amphiprion_clarkii,CLK,Indonesia,IDN,Bali,IDN_Bali,115.5928337,-8.2775419,Generalist,SAMN41501605
EPH_111,Amphiprion_ephippium,EPH,Thailand,THA,PhiPhi,THA_PhiPhi,98.77773918,7.948250918,EQ specialist,SAMN45957780
EPH_112,Amphiprion_ephippium,EPH,Thailand,THA,PhiPhi,THA_PhiPhi,98.77773918,7.948250918,EQ specialist,SAMN45957781
EPH_126,Amphiprion_ephippium,EPH,Thailand,THA,PhiPhi,THA_PhiPhi,98.7663099,7.653791561,EQ specialist,SAMN45957782
EPH_127,Amphiprion_ephippium,EPH,Thailand,THA,PhiPhi,THA_PhiPhi,98.7663099,7.653791561,EQ specialist,SAMN45957783
EPH_131,Amphiprion_ephippium,EPH,Thailand,THA,PhiPhi,THA_PhiPhi,98.7663099,7.653791561,EQ specialist,SAMN45957784
EPH_72,Amphiprion_ephippium,EPH,Thailand,THA,Phuket,THA_Phuket,98.37382866,7.614637942,EQ specialist,SAMN45957785
EPH_73,Amphiprion_ephippium,EPH,Thailand,THA,Phuket,THA_Phuket,98.37382866,7.614637942,EQ specialist,SAMN45957786
LAT_185,Amphiprion_latifasciatus,LAT,Madagascar,MDG,Ifaty,MDG_Ifaty,43.55219953,-23.15439092,Generalist,SAMN45957787
LAT_187,Amphiprion_latifasciatus,LAT,Madagascar,MDG,Ifaty,MDG_Ifaty,43.55219953,-23.15439092,Generalist,SAMN45957788
LAT_188,Amphiprion_latifasciatus,LAT,Madagascar,MDG,Ifaty,MDG_Ifaty,43.57004371,-23.1400847,Generalist,SAMN45957789
LAT_199,Amphiprion_latifasciatus,LAT,Madagascar,MDG,Be,MDG_Be,48.09970597,-13.32212519,Generalist,SAMN45957790
LAT_200,Amphiprion_latifasciatus,LAT,Madagascar,MDG,Be,MDG_Be,48.09970597,-13.32212519,Generalist,SAMN45957791
LAT_215,Amphiprion_latifasciatus,LAT,Madagascar,MDG,Be,MDG_Be,48.09153674,-13.30912701,Generalist,SAMN45957792
LAT_223,Amphiprion_latifasciatus,LAT,Madagascar,MDG,Be,MDG_Be,48.07666658,-13.39535167,Generalist,SAMN45957793
NC_064,Amphiprion_melanopus,MEL,New Caledonia,NCD,Noumea,NCD_Noumea,166.4444497,-22.3002118,EQ specialist,SAMN45957794
NC_067,Amphiprion_melanopus,MEL,New Caledonia,NCD,Noumea,NCD_Noumea,166.4444497,-22.3002118,EQ specialist,SAMN45957795
NC_045,Amphiprion_melanopus,MEL,New Caledonia,NCD,Noumea,NCD_Noumea,166.4393297,-22.2976877,EQ specialist,SAMN45957796
NC_046,Amphiprion_melanopus,MEL,New Caledonia,NCD,Noumea,NCD_Noumea,166.4393297,-22.2976877,EQ specialist,SAMN45957797
MEL_347,Amphiprion_melanopus,MEL,Australia,AUS,Heron,AUS_Heron,151.9143834,-23.44419476,EQ specialist,SAMN45957798
MEL_355,Amphiprion_melanopus,MEL,Australia,AUS,Heron,AUS_Heron,151.9143834,-23.44419476,EQ specialist,SAMN45957799
MEL_356,Amphiprion_melanopus,MEL,Australia,AUS,Heron,AUS_Heron,151.9143834,-23.44419476,EQ specialist,SAMN45957800
MEL_357,Amphiprion_melanopus,MEL,Australia,AUS,Heron,AUS_Heron,151.9143834,-23.44419476,EQ specialist,SAMN45957801
Ane02,Amphiprion_melanopus,MEL,Australia,AUS,Lizard,AUS_Lizard,145.4609161,-14.6683188,EQ specialist,SAMN45957802
MEL_234,Amphiprion_melanopus,MEL,Australia,AUS,Lizard,AUS_Lizard,145.451743,-14.699401,EQ specialist,SAMN45957803
MEL_242,Amphiprion_melanopus,MEL,Australia,AUS,Lizard,AUS_Lizard,145.451743,-14.699401,EQ specialist,SAMN45957804
MEL_257,Amphiprion_melanopus,MEL,Australia,AUS,Lizard,AUS_Lizard,145.4636979,-14.6901794,EQ specialist,SAMN45957805
MEL_258,Amphiprion_melanopus,MEL,Australia,AUS,Lizard,AUS_Lizard,145.4636979,-14.6901794,EQ specialist,SAMN45957806
MEL_266,Amphiprion_melanopus,MEL,Australia,AUS,Lizard,AUS_Lizard,145.445956,-14.67709655,EQ specialist,SAMN45957807
MEL_286,Amphiprion_melanopus,MEL,Australia,AUS,Lizard,AUS_Lizard,145.4513111,-14.65773238,EQ specialist,SAMN45957808
MEL_288,Amphiprion_melanopus,MEL,Australia,AUS,Lizard,AUS_Lizard,145.4494728,-14.6641785,EQ specialist,SAMN45957809
MEL_290,Amphiprion_melanopus,MEL,Australia,AUS,Lizard,AUS_Lizard,145.4494728,-14.6641785,EQ specialist,SAMN45957810
GB_212,Amphiprion_melanopus,MEL,Indonesia,IDN,Manado,IDN_Manado,124.8408708,1.4900578,EQ specialist,SAMN45957811
GA_001,Amphiprion_melanopus,MEL,Indonesia,IDN,Bali,IDN_Bali,115.4573313,-8.67894185,EQ specialist,SAMN45957812
GA_012,Amphiprion_melanopus,MEL,Indonesia,IDN,Bali,IDN_Bali,115.534745,-8.74565245,EQ specialist,SAMN45957813
NC_052,Amphiprion_melanopus,MEL,New Caledonia,NCD,Noumea,NCD_Noumea,166.4750078,-22.2803087,EQ specialist,SAMN45957814
NC_057,Amphiprion_melanopus,MEL,New Caledonia,NCD,Noumea,NCD_Noumea,166.4750078,-22.2803087,EQ specialist,SAMN45957815
NC_059,Amphiprion_melanopus,MEL,New Caledonia,NCD,Noumea,NCD_Noumea,166.4750078,-22.2803087,EQ specialist,SAMN45957816
NC_034,Amphiprion_melanopus,MEL,New Caledonia,NCD,Touho,NCD_Touho,165.3267822,-20.7960485,EQ specialist,SAMN45957817
NC_035,Amphiprion_melanopus,MEL,New Caledonia,NCD,Touho,NCD_Touho,165.3267822,-20.7960485,EQ specialist,SAMN45957818
NC_023,Amphiprion_melanopus,MEL,New Caledonia,NCD,Tibarama,NCD_Tibarama,165.3820202,-20.9371423,EQ specialist,SAMN45957819
PRD_316,Amphiprion_perideraion,PRD,Australia,AUS,Heron,AUS_Heron,151.9194111,-23.4699603,RM specialist,SAMN45957820
PRD_323,Amphiprion_perideraion,PRD,Australia,AUS,Heron,AUS_Heron,151.9194111,-23.4699603,RM specialist,SAMN45957821
PRD_326,Amphiprion_perideraion,PRD,Australia,AUS,Heron,AUS_Heron,151.9194111,-23.4699603,RM specialist,SAMN45957822
PRD_330,Amphiprion_perideraion,PRD,Australia,AUS,Heron,AUS_Heron,151.9233525,-23.43425146,RM specialist,SAMN45957823
PRD_341,Amphiprion_perideraion,PRD,Australia,AUS,Heron,AUS_Heron,151.8979852,-23.45029555,RM specialist,SAMN45957824
PRD_342,Amphiprion_perideraion,PRD,Australia,AUS,Heron,AUS_Heron,151.8979852,-23.45029555,RM specialist,SAMN45957825
PRD_343,Amphiprion_perideraion,PRD,Australia,AUS,Heron,AUS_Heron,151.9376069,-23.43581893,RM specialist,SAMN45957826
PRD_344,Amphiprion_perideraion,PRD,Australia,AUS,Heron,AUS_Heron,151.9376069,-23.43581893,RM specialist,SAMN45957827
PRD_24,Amphiprion_perideraion,PRD,Thailand,THA,Phangan,THA_Phangan,100.0305711,9.7349503,RM specialist,SAMN45957828
PRD_30,Amphiprion_perideraion,PRD,Thailand,THA,Phangan,THA_Phangan,100.0305711,9.7349503,RM specialist,SAMN45957829
PRD_31,Amphiprion_perideraion,PRD,Thailand,THA,Phangan,THA_Phangan,100.0305711,9.7349503,RM specialist,SAMN45957830
PRD_33,Amphiprion_perideraion,PRD,Thailand,THA,Phangan,THA_Phangan,100.0305711,9.7349503,RM specialist,SAMN45957831
PRD_35,Amphiprion_perideraion,PRD,Thailand,THA,Phangan,THA_Phangan,100.0305711,9.7349503,RM specialist,SAMN45957832
PRD_36,Amphiprion_perideraion,PRD,Thailand,THA,Phangan,THA_Phangan,100.0305711,9.7349503,RM specialist,SAMN45957833
PRD_38,Amphiprion_perideraion,PRD,Thailand,THA,Phangan,THA_Phangan,100.0305711,9.7349503,RM specialist,SAMN45957834
PRD_41,Amphiprion_perideraion,PRD,Thailand,THA,Phangan,THA_Phangan,100.0305711,9.7349503,RM specialist,SAMN45957835
PRD_01,Amphiprion_perideraion,PRD,Thailand,THA,Tao,THA_Tao,99.83953618,10.0921822,RM specialist,SAMN45957836
PRD_07,Amphiprion_perideraion,PRD,Thailand,THA,Tao,THA_Tao,99.83953618,10.0921822,RM specialist,SAMN45957837
PRD_08,Amphiprion_perideraion,PRD,Thailand,THA,Tao,THA_Tao,99.83953618,10.0921822,RM specialist,SAMN45957838
PRD_09,Amphiprion_perideraion,PRD,Thailand,THA,Tao,THA_Tao,99.83953618,10.0921822,RM specialist,SAMN45957839
PRD_11,Amphiprion_perideraion,PRD,Thailand,THA,Tao,THA_Tao,99.83953618,10.0921822,RM specialist,SAMN45957840
PRD_12,Amphiprion_perideraion,PRD,Thailand,THA,Tao,THA_Tao,99.83953618,10.0921822,RM specialist,SAMN45957841
PRD_16,Amphiprion_perideraion,PRD,Thailand,THA,Tao,THA_Tao,99.83953618,10.0921822,RM specialist,SAMN45957842
PRD_20,Amphiprion_perideraion,PRD,Thailand,THA,Tao,THA_Tao,99.83953618,10.0921822,RM specialist,SAMN45957843
PRD_245,Amphiprion_perideraion,PRD,Australia,AUS,Lizard,AUS_Lizard,145.4630929,-14.68576316,RM specialist,SAMN45957844
PRD_251,Amphiprion_perideraion,PRD,Australia,AUS,Lizard,AUS_Lizard,145.4630929,-14.68576316,RM specialist,SAMN45957845
PRD_294,Amphiprion_perideraion,PRD,Australia,AUS,Lizard,AUS_Lizard,145.4421335,-14.66684106,RM specialist,SAMN45957846
PRD_298,Amphiprion_perideraion,PRD,Australia,AUS,Lizard,AUS_Lizard,145.4421335,-14.66684106,RM specialist,SAMN45957847
PRD_305,Amphiprion_perideraion,PRD,Australia,AUS,Lizard,AUS_Lizard,145.4396463,-14.68376474,RM specialist,SAMN45957848
PRD_306,Amphiprion_perideraion,PRD,Australia,AUS,Lizard,AUS_Lizard,145.4396463,-14.68376474,RM specialist,SAMN45957849
PRD_310,Amphiprion_perideraion,PRD,Australia,AUS,Lizard,AUS_Lizard,145.4483005,-14.65387309,RM specialist,SAMN45957850
PRD_313,Amphiprion_perideraion,PRD,Australia,AUS,Lizard,AUS_Lizard,145.4483005,-14.65387309,RM specialist,SAMN45957851
001_PER,Amphiprion_perideraion,PRD,NA,NA,,NA,NA,NA,RM specialist,SAMN45957852
NC001,Amphiprion_perideraion,PRD,New Caledonia,NCD,Tibarama,NCD_Tibarama,165.3820202,-20.9371423,RM specialist,SAMN37622768
NC005,Amphiprion_perideraion,PRD,New Caledonia,NCD,Tibarama,NCD_Tibarama,165.3820202,-20.9371423,RM specialist,SAMN37622769
NC006,Amphiprion_perideraion,PRD,New Caledonia,NCD,Tibarama,NCD_Tibarama,165.3820202,-20.9371423,RM specialist,SAMN37622770
NC019,Amphiprion_perideraion,PRD,New Caledonia,NCD,Tibarama,NCD_Tibarama,165.3820202,-20.9371423,RM specialist,SAMN37622771
NC022,Amphiprion_perideraion,PRD,New Caledonia,NCD,Tibarama,NCD_Tibarama,165.3820202,-20.9371423,RM specialist,SAMN37622772
GB059,Amphiprion_perideraion,PRD,Indonesia,IDN,Bali,IDN_Bali,115.5928337,-8.2775419,RM specialist,SAMN37622773
GB060,Amphiprion_perideraion,PRD,Indonesia,IDN,Bali,IDN_Bali,115.5928337,-8.2775419,RM specialist,SAMN37622774
GB067,Amphiprion_perideraion,PRD,Indonesia,IDN,Bali,IDN_Bali,115.5928337,-8.2775419,RM specialist,SAMN37622775
GB085,Amphiprion_perideraion,PRD,Indonesia,IDN,Bali,IDN_Bali,115.5928337,-8.2775419,RM specialist,SAMN37622776
GB086,Amphiprion_perideraion,PRD,Indonesia,IDN,Bali,IDN_Bali,115.5928337,-8.2775419,RM specialist,SAMN37622777
GB_046,Amphiprion_polymnus,POL,Indonesia,IDN,Bali,IDN_Bali,115.6626142,-8.3379718,SD specialist,SAMN45957853
GB_047,Amphiprion_polymnus,POL,Indonesia,IDN,Bali,IDN_Bali,115.6626142,-8.3379718,SD specialist,SAMN45957854
GB_048,Amphiprion_polymnus,POL,Indonesia,IDN,Bali,IDN_Bali,115.6626142,-8.3379718,SD specialist,SAMN45957855
GB_049,Amphiprion_polymnus,POL,Indonesia,IDN,Bali,IDN_Bali,115.6626142,-8.3379718,SD specialist,SAMN45957856
POL_39,Amphiprion_polymnus,POL,Thailand,THA,Phangan,THA_Phangan,100.0305711,9.7349503,SD specialist,SAMN45957857
POL_40,Amphiprion_polymnus,POL,Thailand,THA,Phangan,THA_Phangan,100.0305711,9.7349503,SD specialist,SAMN45957858
POL_42,Amphiprion_polymnus,POL,Thailand,THA,Phangan,THA_Phangan,99.97732925,9.795267274,SD specialist,SAMN45957859
POL_43,Amphiprion_polymnus,POL,Thailand,THA,Phangan,THA_Phangan,100.0305711,9.7349503,SD specialist,SAMN45957860
POL_45,Amphiprion_polymnus,POL,Thailand,THA,Phangan,THA_Phangan,99.97732925,9.795267274,SD specialist,SAMN45957861
POL_46,Amphiprion_polymnus,POL,Thailand,THA,Phangan,THA_Phangan,100.0305711,9.7349503,SD specialist,SAMN45957862
POL_48,Amphiprion_polymnus,POL,Thailand,THA,Phangan,THA_Phangan,100.0305711,9.7349503,SD specialist,SAMN45957863
POL_52,Amphiprion_polymnus,POL,Thailand,THA,Phangan,THA_Phangan,99.97732925,9.795267274,SD specialist,SAMN45957864
POL_53,Amphiprion_polymnus,POL,Thailand,THA,Phangan,THA_Phangan,100.0305711,9.7349503,SD specialist,SAMN45957865
POL_22,Amphiprion_polymnus,POL,Thailand,THA,Tao,THA_Tao,99.83953618,10.0921822,SD specialist,SAMN45957866
GB_034,Amphiprion_polymnus,POL,Indonesia,IDN,Manado,IDN_Manado,124.8408708,1.4900578,SD specialist,SAMN45957867
GB_045,Amphiprion_polymnus,POL,Indonesia,IDN,Manado,IDN_Manado,124.8408708,1.4900578,SD specialist,SAMN45957868
GB_216,Amphiprion_polymnus,POL,Indonesia,IDN,Manado,IDN_Manado,124.8408708,1.4900578,SD specialist,SAMN45957869
GB_217,Amphiprion_polymnus,POL,Indonesia,IDN,Manado,IDN_Manado,124.8408708,1.4900578,SD specialist,SAMN45957870
007_POL,Amphiprion_polymnus,POL,NA,NA,,NA,NA,NA,SD specialist,SAMN45957871
GB_019,Amphiprion_polymnus,POL,Indonesia,IDN,Bali,IDN_Bali,115.5928337,-8.2775419,SD specialist,SAMN45957872
GB_066,Amphiprion_polymnus,POL,Indonesia,IDN,Bali,IDN_Bali,115.5928337,-8.2775419,SD specialist,SAMN45957873
GB_070,Amphiprion_polymnus,POL,Indonesia,IDN,Bali,IDN_Bali,115.5928337,-8.2775419,SD specialist,SAMN45957874
SA260,Amphiprion_sandaracinos,SAN,Australia,AUS,Christmas,AUS_Christmas,105.6173515,-10.49124145,SD specialist,SAMN45957875
SA261,Amphiprion_sandaracinos,SAN,Australia,AUS,Christmas,AUS_Christmas,105.6173515,-10.49124145,SD specialist,SAMN45957876
SA262,Amphiprion_sandaracinos,SAN,Australia,AUS,Christmas,AUS_Christmas,105.6173515,-10.49124145,SD specialist,SAMN45957877
SA113,Amphiprion_sandaracinos,SAN,Papua New Guinea,PNG,Kimbe,PNG_Kimbe,150.1445441,-5.5502054,SD specialist,SAMN45957878
SA141,Amphiprion_sandaracinos,SAN,Papua New Guinea,PNG,Kimbe,PNG_Kimbe,150.1445441,-5.5502054,SD specialist,SAMN45957879
SA158,Amphiprion_sandaracinos,SAN,Papua New Guinea,PNG,Kimbe,PNG_Kimbe,150.1445441,-5.5502054,SD specialist,SAMN45957880
SA173,Amphiprion_sandaracinos,SAN,Papua New Guinea,PNG,Kimbe,PNG_Kimbe,150.1445441,-5.5502054,SD specialist,SAMN45957881
SA179,Amphiprion_sandaracinos,SAN,Papua New Guinea,PNG,Kimbe,PNG_Kimbe,150.1445441,-5.5502054,SD specialist,SAMN45957882
SA228,Amphiprion_sandaracinos,SAN,Papua New Guinea,PNG,Kimbe,PNG_Kimbe,150.1445441,-5.5502054,SD specialist,SAMN45957883
SA232,Amphiprion_sandaracinos,SAN,Papua New Guinea,PNG,Kimbe,PNG_Kimbe,150.1445441,-5.5502054,SD specialist,SAMN45957884
SA238,Amphiprion_sandaracinos,SAN,Papua New Guinea,PNG,Kimbe,PNG_Kimbe,150.1445441,-5.5502054,SD specialist,SAMN45957885
SA244,Amphiprion_sandaracinos,SAN,Papua New Guinea,PNG,Kimbe,PNG_Kimbe,150.1445441,-5.5502054,SD specialist,SAMN45957886
GB033,Amphiprion_sandaracinos,SAN,Indonesia,IDN,Manado,IDN_Manado,124.8408708,1.4900578,SD specialist,SAMN45957887
GB174,Amphiprion_sandaracinos,SAN,Indonesia,IDN,Manado,IDN_Manado,124.8408708,1.4900578,SD specialist,SAMN37622778
GB206,Amphiprion_sandaracinos,SAN,Indonesia,IDN,Manado,IDN_Manado,124.8408708,1.4900578,SD specialist,SAMN37622779
GB208,Amphiprion_sandaracinos,SAN,Indonesia,IDN,Manado,IDN_Manado,124.8408708,1.4900578,SD specialist,SAMN37622780
GB209,Amphiprion_sandaracinos,SAN,Indonesia,IDN,Manado,IDN_Manado,124.8408708,1.4900578,SD specialist,SAMN37622781
GB227,Amphiprion_sandaracinos,SAN,Indonesia,IDN,Manado,IDN_Manado,124.8408708,1.4900578,SD specialist,SAMN37622782
SA186,Amphiprion_sandaracinos,SAN,Solomon Islands,SOI,Marovo,SOI_Marovo,157.9961689,-8.51329565,SD specialist,SAMN45957888
SA188,Amphiprion_sandaracinos,SAN,Solomon Islands,SOI,Marovo,SOI_Marovo,157.9961689,-8.51329565,SD specialist,SAMN45957889
SA193,Amphiprion_sandaracinos,SAN,Solomon Islands,SOI,Marovo,SOI_Marovo,157.9961689,-8.51329565,SD specialist,SAMN45957890
SA195,Amphiprion_sandaracinos,SAN,Solomon Islands,SOI,Marovo,SOI_Marovo,157.9961689,-8.51329565,SD specialist,SAMN45957891
SA200,Amphiprion_sandaracinos,SAN,Solomon Islands,SOI,Marovo,SOI_Marovo,157.9961689,-8.51329565,SD specialist,SAMN45957892
SA207,Amphiprion_sandaracinos,SAN,Solomon Islands,SOI,Marovo,SOI_Marovo,157.9961689,-8.51329565,SD specialist,SAMN45957893
SA218,Amphiprion_sandaracinos,SAN,Solomon Islands,SOI,Marovo,SOI_Marovo,157.9961689,-8.51329565,SD specialist,SAMN45957894
SA185,Amphiprion_sandaracinos,SAN,NA,NA,,NA,NA,NA,SD specialist,SAMN45957895
