time_index	left_time_boundary	right_time_boundary	lambda
0	0	1.50209e-06	2.09052
1	1.50209e-06	3.71169e-06	2.09052
2	3.71169e-06	6.96206e-06	2.09052
3	6.96206e-06	1.17434e-05	3841.94
4	1.17434e-05	1.87769e-05	2578.11
5	1.87769e-05	2.91233e-05	2296.65
6	2.91233e-05	4.43431e-05	3568
7	4.43431e-05	6.67317e-05	4047.12
8	6.67317e-05	9.96657e-05	3719.08
9	9.96657e-05	0.000148112	3466.3
10	0.000148112	0.000219379	3262.69
11	0.000219379	0.000324212	2755.05
12	0.000324212	0.000478425	1959.27
13	0.000478425	0.000705276	1308.85
14	0.000705276	0.00103898	951.439
15	0.00103898	0.00152986	876.712
16	0.00152986	0.00225196	1084.87
17	0.00225196	0.00331418	2250.25
18	0.00331418	0.00487672	35.8991
19	0.00487672	inf	35.8991
