time_index	left_time_boundary	right_time_boundary	lambda
0	0	4.66738e-06	552.355
1	4.66738e-06	1.15332e-05	552.355
2	1.15332e-05	2.1633e-05	692.878
3	2.1633e-05	3.64899e-05	695.492
4	3.64899e-05	5.83448e-05	796.296
5	5.83448e-05	9.04938e-05	823.755
6	9.04938e-05	0.000137786	331.287
7	0.000137786	0.000207353	462.101
8	0.000207353	0.000309688	569.282
9	0.000309688	0.000460224	521.905
10	0.000460224	0.000681667	465.828
11	0.000681667	0.00100741	475.904
12	0.00100741	0.00148659	543.46
13	0.00148659	0.00219148	728.056
14	0.00219148	0.00322838	981.564
15	0.00322838	0.00475368	1091.25
16	0.00475368	0.00699742	1212.7
17	0.00699742	0.010298	4456.52
18	0.010298	0.0151533	125473
19	0.0151533	inf	125473
