time_index	left_time_boundary	right_time_boundary	lambda
0	0	1.3657e-06	2.2993
1	1.3657e-06	3.37467e-06	2.2993
2	3.37467e-06	6.32991e-06	2.29929
3	6.32991e-06	1.06771e-05	3472.15
4	1.06771e-05	1.7072e-05	3110
5	1.7072e-05	2.64789e-05	1493.31
6	2.64789e-05	4.03168e-05	1660.33
7	4.03168e-05	6.06725e-05	2471.38
8	6.06725e-05	9.06162e-05	3431.63
9	9.06162e-05	0.000134664	3898.01
10	0.000134664	0.000199459	3699.2
11	0.000199459	0.000294774	3153.32
12	0.000294774	0.000434985	2480.59
13	0.000434985	0.000641237	1766.65
14	0.000641237	0.000944639	1157.46
15	0.000944639	0.00139095	849.847
16	0.00139095	0.00204748	911.199
17	0.00204748	0.00301325	2504.48
18	0.00301325	0.00443392	56.9884
19	0.00443392	inf	56.9884
