time_index	left_time_boundary	right_time_boundary	lambda
0	0	1.95621e-06	1992.53
1	1.95621e-06	4.83383e-06	1992.53
2	4.83383e-06	9.06686e-06	2766.08
3	9.06686e-06	1.52937e-05	2077.83
4	1.52937e-05	2.44536e-05	2744.52
5	2.44536e-05	3.7928e-05	2592.51
6	3.7928e-05	5.77491e-05	2315.64
7	5.77491e-05	8.69063e-05	2127.16
8	8.69063e-05	0.000129797	1990.09
9	0.000129797	0.00019289	1983.83
10	0.00019289	0.000285702	2061.86
11	0.000285702	0.00042223	2038.42
12	0.00042223	0.000623065	1735.18
13	0.000623065	0.000918498	1239.89
14	0.000918498	0.00135309	858.415
15	0.00135309	0.00199237	678.412
16	0.00199237	0.00293278	645.801
17	0.00293278	0.00431613	731.897
18	0.00431613	0.00635108	709.423
19	0.00635108	inf	709.423
