time_index	left_time_boundary	right_time_boundary	lambda
0	0	2.41231e-06	1540.42
1	2.41231e-06	5.96087e-06	1540.42
2	5.96087e-06	1.11809e-05	69.9333
3	1.11809e-05	1.88596e-05	2267.41
4	1.88596e-05	3.01552e-05	1954.43
5	3.01552e-05	4.67712e-05	1633.27
6	4.67712e-05	7.12138e-05	1032.62
7	7.12138e-05	0.000107169	953.547
8	0.000107169	0.00016006	1076.3
9	0.00016006	0.000237865	1335.46
10	0.000237865	0.000352316	1496.77
11	0.000352316	0.000520676	1454.68
12	0.000520676	0.000768338	1313.04
13	0.000768338	0.00113265	1145.95
14	0.00113265	0.00166857	950.593
15	0.00166857	0.00245691	811.116
16	0.00245691	0.00361658	890.685
17	0.00361658	0.00532248	3130.55
18	0.00532248	0.00783189	5.48769
19	0.00783189	inf	5.48769
