time_index	left_time_boundary	right_time_boundary	lambda
0	0	4.78395e-06	462.443
1	4.78395e-06	1.18212e-05	462.443
2	1.18212e-05	2.21732e-05	1362.5
3	2.21732e-05	3.74012e-05	148.192
4	3.74012e-05	5.98019e-05	658.535
5	5.98019e-05	9.27538e-05	643.861
6	9.27538e-05	0.000141227	230.883
7	0.000141227	0.000212531	495.053
8	0.000212531	0.000317422	609.19
9	0.000317422	0.000471718	479.228
10	0.000471718	0.000698691	404.747
11	0.000698691	0.00103257	424.283
12	0.00103257	0.00152372	540.646
13	0.00152372	0.00224621	802.863
14	0.00224621	0.003309	1011.95
15	0.003309	0.00487239	1086.64
16	0.00487239	0.00717218	1010.74
17	0.00717218	0.0105552	869.4
18	0.0105552	0.0155317	761.771
19	0.0155317	inf	761.771
