time_index	left_time_boundary	right_time_boundary	lambda
0	0	2.85498e-06	1.09988
1	2.85498e-06	7.0547e-06	1.09988
2	7.0547e-06	1.32326e-05	1.26444
3	1.32326e-05	2.23204e-05	2544.85
4	2.23204e-05	3.56887e-05	1002.87
5	3.56887e-05	5.53538e-05	324.234
6	5.53538e-05	8.42816e-05	453.171
7	8.42816e-05	0.000126835	751.827
8	0.000126835	0.000189432	405.257
9	0.000189432	0.000281513	382.372
10	0.000281513	0.000416967	531.638
11	0.000416967	0.000616222	782.124
12	0.000616222	0.00090933	1163.36
13	0.00090933	0.0013405	1680.91
14	0.0013405	0.00197475	1956.26
15	0.00197475	0.00290776	1764.53
16	0.00290776	0.00428023	1307.78
17	0.00428023	0.00629916	990.214
18	0.00629916	0.00926905	492.511
19	0.00926905	inf	492.511
