time_index	left_time_boundary	right_time_boundary	lambda
0	0	2.15484e-06	1817.51
1	2.15484e-06	5.32466e-06	1817.51
2	5.32466e-06	9.98753e-06	116.012
3	9.98753e-06	1.68467e-05	1010.01
4	1.68467e-05	2.69367e-05	1090.08
5	2.69367e-05	4.17793e-05	709.082
6	4.17793e-05	6.3613e-05	846.925
7	6.3613e-05	9.57309e-05	894.384
8	9.57309e-05	0.000142977	1136.49
9	0.000142977	0.000212477	1253.48
10	0.000212477	0.000314713	1357.91
11	0.000314713	0.000465104	1468.39
12	0.000465104	0.000686333	1572.78
13	0.000686333	0.00101176	1601.72
14	0.00101176	0.00149048	1515.87
15	0.00149048	0.00219468	1304.98
16	0.00219468	0.00323058	1142.49
17	0.00323058	0.0047544	1873.96
18	0.0047544	0.00699598	320503
19	0.00699598	inf	320503
