time_index	left_time_boundary	right_time_boundary	lambda
0	0	4.75686e-06	153.074
1	4.75686e-06	1.17543e-05	153.074
2	1.17543e-05	2.20477e-05	1469.87
3	2.20477e-05	3.71895e-05	379.157
4	3.71895e-05	5.94634e-05	465.673
5	5.94634e-05	9.22287e-05	405.192
6	9.22287e-05	0.000140427	532.123
7	0.000140427	0.000211328	615.737
8	0.000211328	0.000315625	542.557
9	0.000315625	0.000469048	526.147
10	0.000469048	0.000694736	502.134
11	0.000694736	0.00102673	469.303
12	0.00102673	0.00151509	506.009
13	0.00151509	0.00223349	718.815
14	0.00223349	0.00329027	1022.45
15	0.00329027	0.00484481	1088.12
16	0.00484481	0.00713158	1121.23
17	0.00713158	0.0104955	1034.84
18	0.0104955	0.0154438	625.173
19	0.0154438	inf	625.173
