time_index	left_time_boundary	right_time_boundary	lambda
0	0	1.33262e-06	4.03016
1	1.33262e-06	3.29292e-06	4.03016
2	3.29292e-06	6.17657e-06	2391.34
3	6.17657e-06	1.04185e-05	687.101
4	1.04185e-05	1.66584e-05	411.307
5	1.66584e-05	2.58375e-05	582.556
6	2.58375e-05	3.93401e-05	741.651
7	3.93401e-05	5.92027e-05	1388.46
8	5.92027e-05	8.8421e-05	2620.21
9	8.8421e-05	0.000131402	3208.45
10	0.000131402	0.000194627	3320.9
11	0.000194627	0.000287633	3075.74
12	0.000287633	0.000424447	2623.74
13	0.000424447	0.000625703	2076.93
14	0.000625703	0.000921755	1543.07
15	0.000921755	0.00135725	1027.1
16	0.00135725	0.00199788	688.804
17	0.00199788	0.00294026	2296.29
18	0.00294026	0.00432651	519456
19	0.00432651	inf	519456
