time_index	left_time_boundary	right_time_boundary	lambda
0	0	2.53464e-06	1.23889
1	2.53464e-06	6.26315e-06	1.23889
2	6.26315e-06	1.17479e-05	1895.92
3	1.17479e-05	1.9816e-05	2487.72
4	1.9816e-05	3.16844e-05	1414.95
5	3.16844e-05	4.9143e-05	914.935
6	4.9143e-05	7.4825e-05	794.832
7	7.4825e-05	0.000112604	996.859
8	0.000112604	0.000168177	1217.29
9	0.000168177	0.000249927	1373.36
10	0.000249927	0.000370182	1397.68
11	0.000370182	0.00054708	1342.49
12	0.00054708	0.0008073	1283.7
13	0.0008073	0.00119009	1178.93
14	0.00119009	0.00175318	1005.58
15	0.00175318	0.0025815	847.523
16	0.0025815	0.00379998	830.399
17	0.00379998	0.00559238	1546.83
18	0.00559238	0.00822904	49.4303
19	0.00822904	inf	49.4303
