time_index	left_time_boundary	right_time_boundary	lambda
0	0	4.64929e-06	0.675403
1	4.64929e-06	1.14885e-05	0.675403
2	1.14885e-05	2.15491e-05	1720.79
3	2.15491e-05	3.63484e-05	428.166
4	3.63484e-05	5.81186e-05	389.757
5	5.81186e-05	9.01429e-05	436.857
6	9.01429e-05	0.000137251	593.282
7	0.000137251	0.000206549	712.721
8	0.000206549	0.000308487	671.162
9	0.000308487	0.00045844	545.322
10	0.00045844	0.000679024	466.407
11	0.000679024	0.00100351	453.795
12	0.00100351	0.00148083	504.728
13	0.00148083	0.00218298	690.56
14	0.00218298	0.00321586	1093.03
15	0.00321586	0.00473524	1351.75
16	0.00473524	0.00697029	1181.71
17	0.00697029	0.0102581	731.963
18	0.0102581	0.0150945	521.442
19	0.0150945	inf	521.442
