time_index	left_time_boundary	right_time_boundary	lambda
0	0	1.20497e-06	2.60599
1	1.20497e-06	2.9775e-06	2.60599
2	2.9775e-06	5.58493e-06	2.60599
3	5.58493e-06	9.42052e-06	2.60599
4	9.42052e-06	1.50628e-05	2526.43
5	1.50628e-05	2.33626e-05	4162.31
6	2.33626e-05	3.55718e-05	2923.61
7	3.55718e-05	5.35318e-05	3080.46
8	5.35318e-05	7.99514e-05	3553.74
9	7.99514e-05	0.000118815	3826.66
10	0.000118815	0.000175985	3968.59
11	0.000175985	0.000260082	3794.13
12	0.000260082	0.000383791	3058.25
13	0.000383791	0.000565769	2066.15
14	0.000565769	0.000833463	1245.76
15	0.000833463	0.00122725	837.97
16	0.00122725	0.00180651	856.754
17	0.00180651	0.00265862	3636.9
18	0.00265862	0.00391209	18.0149
19	0.00391209	inf	18.0149
