time_index	left_time_boundary	right_time_boundary	lambda
0	0	1.95592e-06	4950.03
1	1.95592e-06	4.83311e-06	4950.03
2	4.83311e-06	9.06553e-06	4795.78
3	9.06553e-06	1.52915e-05	1211.61
4	1.52915e-05	2.445e-05	1619.27
5	2.445e-05	3.79224e-05	2332.02
6	3.79224e-05	5.77406e-05	2235.98
7	5.77406e-05	8.68935e-05	2097.25
8	8.68935e-05	0.000129778	2157.76
9	0.000129778	0.000192862	2183.06
10	0.000192862	0.00028566	2133.01
11	0.00028566	0.000422168	1973.66
12	0.000422168	0.000622973	1607.88
13	0.000622973	0.000918363	1155.79
14	0.000918363	0.00135289	819.815
15	0.00135289	0.00199208	696.366
16	0.00199208	0.00293235	817.814
17	0.00293235	0.0043155	1557.39
18	0.0043155	0.00635014	56.7785
19	0.00635014	inf	56.7785
