time_index	left_time_boundary	right_time_boundary	lambda
0	0	2.16797e-06	360.557
1	2.16797e-06	5.3571e-06	360.557
2	5.3571e-06	1.00484e-05	762.48
3	1.00484e-05	1.69493e-05	2039.8
4	1.69493e-05	2.71008e-05	1116.05
5	2.71008e-05	4.20338e-05	1025.6
6	4.20338e-05	6.40005e-05	1499.39
7	6.40005e-05	9.6314e-05	1488.43
8	9.6314e-05	0.000143848	1498.15
9	0.000143848	0.000213771	1597.62
10	0.000213771	0.00031663	1639.87
11	0.00031663	0.000467937	1646.46
12	0.000467937	0.000690513	1555.66
13	0.000690513	0.00101793	1325.73
14	0.00101793	0.00149956	1092.3
15	0.00149956	0.00220805	961.155
16	0.00220805	0.00325026	903.751
17	0.00325026	0.00478336	1048.12
18	0.00478336	0.00703859	319919
19	0.00703859	inf	319919
