time_index	left_time_boundary	right_time_boundary	lambda
0	0	1.96095e-06	1962.55
1	1.96095e-06	4.84555e-06	1962.55
2	4.84555e-06	9.08885e-06	5180.73
3	9.08885e-06	1.53308e-05	2676.4
4	1.53308e-05	2.45129e-05	3568.27
5	2.45129e-05	3.802e-05	2385.98
6	3.802e-05	5.78891e-05	1900.51
7	5.78891e-05	8.7117e-05	2103.45
8	8.7117e-05	0.000130112	2234.22
9	0.000130112	0.000193358	2184
10	0.000193358	0.000286395	2086.02
11	0.000286395	0.000423254	1894.28
12	0.000423254	0.000624576	1566.86
13	0.000624576	0.000920725	1205.26
14	0.000920725	0.00135637	911.524
15	0.00135637	0.0019972	771.422
16	0.0019972	0.00293989	773.404
17	0.00293989	0.0043266	919.28
18	0.0043266	0.00636648	110.291
19	0.00636648	inf	110.291
