time_index	left_time_boundary	right_time_boundary	lambda
0	0	1.66768e-06	1.94819
1	1.66768e-06	4.12088e-06	1.94819
2	4.12088e-06	7.72958e-06	543.085
3	7.72958e-06	1.30381e-05	455.655
4	1.30381e-05	2.08469e-05	546.757
5	2.08469e-05	3.23339e-05	629.09
6	3.23339e-05	4.92316e-05	942.075
7	4.92316e-05	7.40884e-05	1919.99
8	7.40884e-05	0.000110653	2409.61
9	0.000110653	0.000164441	2681.78
10	0.000164441	0.000243564	2658.8
11	0.000243564	0.000359955	2371.81
12	0.000359955	0.000531168	1947.76
13	0.000531168	0.000783027	1505.55
14	0.000783027	0.00115352	1136.11
15	0.00115352	0.00169852	837.112
16	0.00169852	0.00250022	644.168
17	0.00250022	0.00367954	1594.63
18	0.00367954	0.00541435	415398
19	0.00541435	inf	415398
