time_index	left_time_boundary	right_time_boundary	lambda
0	0	2.21427e-06	2175.52
1	2.21427e-06	5.4715e-06	2175.52
2	5.4715e-06	1.0263e-05	4923.39
3	1.0263e-05	1.73113e-05	3695.22
4	1.73113e-05	2.76795e-05	3114.33
5	2.76795e-05	4.29314e-05	2528.22
6	4.29314e-05	6.53673e-05	2252.77
7	6.53673e-05	9.83709e-05	2195.71
8	9.83709e-05	0.00014692	2118.5
9	0.00014692	0.000218336	1918.46
10	0.000218336	0.000323392	1711.28
11	0.000323392	0.00047793	1527.61
12	0.00047793	0.000705259	1322.15
13	0.000705259	0.00103967	1099.14
14	0.00103967	0.00153158	887.725
15	0.00153158	0.0022552	736.801
16	0.0022552	0.00331967	675.673
17	0.00331967	0.00488551	772.24
18	0.00488551	0.0071889	90.9165
19	0.0071889	inf	90.9165
