time_index	left_time_boundary	right_time_boundary	lambda
0	0	9.9613e-07	15593.9
1	9.9613e-07	2.46146e-06	15593.9
2	2.46146e-06	4.61698e-06	30639.8
3	4.61698e-06	7.78781e-06	19558.4
4	7.78781e-06	1.24522e-05	17286.5
5	1.24522e-05	1.93135e-05	16251.9
6	1.93135e-05	2.94067e-05	14402.8
7	2.94067e-05	4.4254e-05	11459.3
8	4.4254e-05	6.60947e-05	8493.87
9	6.60947e-05	9.82227e-05	6246.48
10	9.82227e-05	0.000145484	4485.38
11	0.000145484	0.000215006	2993.24
12	0.000215006	0.000317274	1781.86
13	0.000317274	0.000467713	994.645
14	0.000467713	0.000689012	621.424
15	0.000689012	0.00101455	516.63
16	0.00101455	0.00149341	598.144
17	0.00149341	0.00219784	3087.39
18	0.00219784	0.00323406	48.0191
19	0.00323406	inf	48.0191
