time_index	left_time_boundary	right_time_boundary	lambda
0	0	2.11808e-06	5174.8
1	2.11808e-06	5.23381e-06	5174.8
2	5.23381e-06	9.81713e-06	4172.6
3	9.81713e-06	1.65593e-05	2449.2
4	1.65593e-05	2.64771e-05	2261.33
5	2.64771e-05	4.10665e-05	2385.04
6	4.10665e-05	6.25277e-05	2651.57
7	6.25277e-05	9.40976e-05	2653.44
8	9.40976e-05	0.000140538	2311.39
9	0.000140538	0.000208852	1892.82
10	0.000208852	0.000309343	1695.63
11	0.000309343	0.000457169	1587.81
12	0.000457169	0.000674622	1414.38
13	0.000674622	0.000994502	1155.83
14	0.000994502	0.00146505	885.876
15	0.00146505	0.00215724	689.487
16	0.00215724	0.00317546	577.524
17	0.00317546	0.00467328	534.921
18	0.00467328	0.00687662	288.832
19	0.00687662	inf	288.832
