time_index	left_time_boundary	right_time_boundary	lambda
0	0	5.1145e-06	0.69671
1	5.1145e-06	1.2638e-05	0.69671
2	1.2638e-05	2.37053e-05	542.821
3	2.37053e-05	3.99855e-05	358.813
4	3.99855e-05	6.3934e-05	321.01
5	6.3934e-05	9.91627e-05	380.602
6	9.91627e-05	0.000150985	470.535
7	0.000150985	0.000227216	662.621
8	0.000227216	0.000339354	751.573
9	0.000339354	0.000504312	749.049
10	0.000504312	0.000746968	690.403
11	0.000746968	0.00110392	611.478
12	0.00110392	0.001629	515.965
13	0.001629	0.00240141	447.593
14	0.00240141	0.00353764	438.688
15	0.00353764	0.00520906	611.399
16	0.00520906	0.00766774	772.23
17	0.00766774	0.0112845	853.17
18	0.0112845	0.0166049	135077
19	0.0166049	inf	135077
