time_index	left_time_boundary	right_time_boundary	lambda
0	0	5.03149e-06	0.624099
1	5.03149e-06	1.24329e-05	0.624099
2	1.24329e-05	2.33206e-05	1455.11
3	2.33206e-05	3.93365e-05	382.474
4	3.93365e-05	6.28963e-05	716.24
5	6.28963e-05	9.75532e-05	676.424
6	9.75532e-05	0.000148534	802.314
7	0.000148534	0.000223529	915.818
8	0.000223529	0.000333847	894.18
9	0.000333847	0.000496127	781.497
10	0.000496127	0.000734844	690.962
11	0.000734844	0.001086	616.351
12	0.001086	0.00160256	499.353
13	0.00160256	0.00236244	406.915
14	0.00236244	0.00348022	391.097
15	0.00348022	0.00512451	491.238
16	0.00512451	0.00754329	664.07
17	0.00754329	0.0111014	894.196
18	0.0111014	0.0163354	792.453
19	0.0163354	inf	792.453
