time_index	left_time_boundary	right_time_boundary	lambda
0	0	5.03497e-06	0.623666
1	5.03497e-06	1.24415e-05	0.623666
2	1.24415e-05	2.33367e-05	1411.11
3	2.33367e-05	3.93637e-05	397.766
4	3.93637e-05	6.29398e-05	738.698
5	6.29398e-05	9.76207e-05	647.973
6	9.76207e-05	0.000148637	775.693
7	0.000148637	0.000223683	930.212
8	0.000223683	0.000334077	927.675
9	0.000334077	0.00049647	796.601
10	0.00049647	0.000735352	707.997
11	0.000735352	0.00108675	632.309
12	0.00108675	0.00160367	485.372
13	0.00160367	0.00236407	372.272
14	0.00236407	0.00348263	352.913
15	0.00348263	0.00512805	501.327
16	0.00512805	0.00754851	779.101
17	0.00754851	0.011109	875.395
18	0.011109	0.0163467	505.975
19	0.0163467	inf	505.975
