time_index	left_time_boundary	right_time_boundary	lambda
0	0	1.08003e-06	8651.46
1	1.08003e-06	2.66877e-06	8651.46
2	2.66877e-06	5.00584e-06	22201.5
3	5.00584e-06	8.44373e-06	18777.9
4	8.44373e-06	1.35009e-05	18394.9
5	1.35009e-05	2.09402e-05	16416.2
6	2.09402e-05	3.18834e-05	12929.6
7	3.18834e-05	4.79812e-05	9358.15
8	4.79812e-05	7.16614e-05	6814.75
9	7.16614e-05	0.000106495	5251.52
10	0.000106495	0.000157737	4105.39
11	0.000157737	0.000233114	3003.74
12	0.000233114	0.000343996	1901.91
13	0.000343996	0.000507106	1047.1
14	0.000507106	0.000747043	604.551
15	0.000747043	0.0011	464.233
16	0.0011	0.0016192	510.11
17	0.0016192	0.00238295	2666.19
18	0.00238295	0.00350645	56.1496
19	0.00350645	inf	56.1496
