time_index	left_time_boundary	right_time_boundary	lambda
0	0	2.37193e-06	1.32387
1	2.37193e-06	5.8611e-06	1.32387
2	5.8611e-06	1.09937e-05	58.4698
3	1.09937e-05	1.85439e-05	3408.53
4	1.85439e-05	2.96504e-05	1393.08
5	2.96504e-05	4.59883e-05	929.695
6	4.59883e-05	7.00217e-05	663.327
7	7.00217e-05	0.000105375	662.597
8	0.000105375	0.000157381	958.035
9	0.000157381	0.000233883	1128.09
10	0.000233883	0.000346419	1262.96
11	0.000346419	0.000511961	1397.66
12	0.000511961	0.000755477	1519.76
13	0.000755477	0.00111369	1456.79
14	0.00111369	0.00164064	1238.5
15	0.00164064	0.00241579	1095.03
16	0.00241579	0.00355604	1213.85
17	0.00355604	0.00523339	4521.14
18	0.00523339	0.00770079	1.74763
19	0.00770079	inf	1.74763
