time_index	left_time_boundary	right_time_boundary	lambda
0	0	2.34788e-06	1.33744
1	2.34788e-06	5.80166e-06	1.33744
2	5.80166e-06	1.08822e-05	820.653
3	1.08822e-05	1.83559e-05	2195.51
4	1.83559e-05	2.93497e-05	2037.67
5	2.93497e-05	4.5522e-05	436.296
6	4.5522e-05	6.93116e-05	364.33
7	6.93116e-05	0.000104307	760.995
8	0.000104307	0.000155785	1122.61
9	0.000155785	0.000231511	1233.39
10	0.000231511	0.000342906	1319.42
11	0.000342906	0.000506769	1433.95
12	0.000506769	0.000747816	1567.8
13	0.000747816	0.0011024	1503.46
14	0.0011024	0.001624	1267.81
15	0.001624	0.00239129	1102.93
16	0.00239129	0.00351998	960.401
17	0.00351998	0.00518031	841.058
18	0.00518031	0.00762269	753.679
19	0.00762269	inf	753.679
