0.000120888	-10095077.75	0,1.48635e-06,3.67279e-06,6.8891e-06,1.16203e-05,1.85801e-05,2.88181e-05,4.38783e-05,6.60323e-05,9.86212e-05,0.00014656,0.000217079,0.000320815,0.000473411,0.000697884,0.00102809,0.00151383,0.00222836,0.00327944,0.00482561,inf	448.319,448.319,898.192,1228.35,1259.55,1225.43,1283.96,1442.02,1625.63,1811.54,1983.69,2122.69,2207.32,2227.27,2199.48,2156.71,2116.98,2084.34,2054.64,2054.64
0.000123591	-10090924.59	0,1.48635e-06,3.67279e-06,6.8891e-06,1.16203e-05,1.85801e-05,2.88181e-05,4.38783e-05,6.60323e-05,9.86212e-05,0.00014656,0.000217079,0.000320815,0.000473411,0.000697884,0.00102809,0.00151383,0.00222836,0.00327944,0.00482561,inf	152.807,152.807,606.613,1105.49,1066.75,903.381,924.21,1115.83,1366.87,1642.43,1914.43,2146.7,2294.98,2329.13,2274.91,2192.57,2115.44,2052.19,1995.09,1995.09
0.000126195	-10088799.70	0,1.48635e-06,3.67279e-06,6.8891e-06,1.16203e-05,1.85801e-05,2.88181e-05,4.38783e-05,6.60323e-05,9.86212e-05,0.00014656,0.000217079,0.000320815,0.000473411,0.000697884,0.00102809,0.00151383,0.00222836,0.00327944,0.00482561,inf	64.7555,64.7555,500.497,1193.67,1072.59,760.086,734.026,925.523,1203.35,1529.07,1867.36,2169.32,2370.03,2416.46,2338.53,2219.99,2108,2016.4,1934.29,1934.29
0.000128662	-10087454.11	0,1.48635e-06,3.67279e-06,6.8891e-06,1.16203e-05,1.85801e-05,2.88181e-05,4.38783e-05,6.60323e-05,9.86212e-05,0.00014656,0.000217079,0.000320815,0.000473411,0.000697884,0.00102809,0.00151383,0.00222836,0.00327944,0.00482561,inf	29.6061,29.6061,439.105,1355.39,1156.24,686.691,620.764,802.538,1089.85,1445.5,1830.73,2187.3,2432.69,2490.51,2391.64,2239.96,2095.56,1977.79,1872.99,1872.99
0.000130996	-10086513.40	0,1.48635e-06,3.67279e-06,6.8891e-06,1.16203e-05,1.85801e-05,2.88181e-05,4.38783e-05,6.60323e-05,9.86212e-05,0.00014656,0.000217079,0.000320815,0.000473411,0.000697884,0.00102809,0.00151383,0.00222836,0.00327944,0.00482561,inf	13.7088,13.7088,386.501,1534.21,1272.93,644.889,547.818,717.777,1006.47,1380.48,1800.16,2200.63,2484.62,2553.14,2435.78,2253.65,2079.1,1937.27,1811.88,1811.88
0.000133215	-10085815.27	0,1.48635e-06,3.67279e-06,6.8891e-06,1.16203e-05,1.85801e-05,2.88181e-05,4.38783e-05,6.60323e-05,9.86212e-05,0.00014656,0.000217079,0.000320815,0.000473411,0.000697884,0.00102809,0.00151383,0.00222836,0.00327944,0.00482561,inf	6.29298,6.29298,334.887,1702.74,1402.46,619.238,498.329,656.814,942.971,1328.23,1773.79,2210.12,2527.68,2606.21,2472.39,2262.16,2059.53,1895.6,1751.52,1751.52
0.000135336	-10085272.89	0,1.48635e-06,3.67279e-06,6.8891e-06,1.16203e-05,1.85801e-05,2.88181e-05,4.38783e-05,6.60323e-05,9.86212e-05,0.00014656,0.000217079,0.000320815,0.000473411,0.000697884,0.00102809,0.00151383,0.00222836,0.00327944,0.00482561,inf	2.84322,2.84322,284.754,1848.65,1534.81,602.784,463.616,611.683,893.419,1285.38,1750.72,2216.69,2563.55,2651.34,2502.76,2266.44,2037.64,1853.41,1692.31,1692.31
0.000137376	-10084834.46	0,1.48635e-06,3.67279e-06,6.8891e-06,1.16203e-05,1.85801e-05,2.88181e-05,4.38783e-05,6.60323e-05,9.86212e-05,0.00014656,0.000217079,0.000320815,0.000473411,0.000697884,0.00102809,0.00151383,0.00222836,0.00327944,0.00482561,inf	2.11266,2.11266,238.23,1968.23,1664.84,592.012,438.785,577.61,854.097,1249.77,1730.4,2221.12,2593.62,2689.89,2527.93,2267.3,2014.06,1811.19,1634.52,1634.52
0.000139349	-10084467.28	0,1.48635e-06,3.67279e-06,6.8891e-06,1.16203e-05,1.85801e-05,2.88181e-05,4.38783e-05,6.60323e-05,9.86212e-05,0.00014656,0.000217079,0.000320815,0.000473411,0.000697884,0.00102809,0.00151383,0.00222836,0.00327944,0.00482561,inf	2.11266,2.11266,196.839,2062.23,1789.9,584.988,420.865,551.558,822.52,1219.91,1712.47,2224.01,2619.02,2723,2548.79,2265.42,1989.33,1769.35,1578.34,1578.34
0.000141267	-10084149.99	0,1.48635e-06,3.67279e-06,6.8891e-06,1.16203e-05,1.85801e-05,2.88181e-05,4.38783e-05,6.60323e-05,9.86212e-05,0.00014656,0.000217079,0.000320815,0.000473411,0.000697884,0.00102809,0.00151383,0.00222836,0.00327944,0.00482561,inf	2.11266,2.11266,161.231,2133.68,1908.57,580.508,407.95,531.493,796.949,1194.68,1696.64,2225.83,2640.65,2751.58,2566.09,2261.34,1963.87,1728.18,1523.86,1523.86
0.000143139	-10083868.33	0,1.48635e-06,3.67279e-06,6.8891e-06,1.16203e-05,1.85801e-05,2.88181e-05,4.38783e-05,6.60323e-05,9.86212e-05,0.00014656,0.000217079,0.000320815,0.000473411,0.000697884,0.00102809,0.00151383,0.00222836,0.00327944,0.00482561,inf	2.11266,2.11266,131.358,2186.26,2020.24,577.811,398.761,515.998,776.119,1173.27,1682.65,2226.91,2659.22,2776.4,2580.41,2255.53,1938.02,1687.91,1471.12,1471.12
0.000144976	-10083612.53	0,1.48635e-06,3.67279e-06,6.8891e-06,1.16203e-05,1.85801e-05,2.88181e-05,4.38783e-05,6.60323e-05,9.86212e-05,0.00014656,0.000217079,0.000320815,0.000473411,0.000697884,0.00102809,0.00151383,0.00222836,0.00327944,0.00482561,inf	2.11266,2.11266,106.738,2223.73,2124.6,576.331,392.401,504.056,759.088,1155.02,1670.29,2227.5,2675.29,2798.06,2592.27,2248.36,1912.06,1648.68,1420.13,1420.13
0.000146783	-10083375.86	0,1.48635e-06,3.67279e-06,6.8891e-06,1.16203e-05,1.85801e-05,2.88181e-05,4.38783e-05,6.60323e-05,9.86212e-05,0.00014656,0.000217079,0.000320815,0.000473411,0.000697884,0.00102809,0.00151383,0.00222836,0.00327944,0.00482561,inf	2.11266,2.11266,86.6957,2249.48,2221.58,575.692,388.225,494.92,745.138,1139.41,1659.37,2227.78,2689.31,2817.06,2602.07,2240.16,1886.21,1610.64,1370.84,1370.84
0.000148566	-10083153.56	0,1.48635e-06,3.67279e-06,6.8891e-06,1.16203e-05,1.85801e-05,2.88181e-05,4.38783e-05,6.60323e-05,9.86212e-05,0.00014656,0.000217079,0.000320815,0.000473411,0.000697884,0.00102809,0.00151383,0.00222836,0.00327944,0.00482561,inf	2.11266,2.11266,70.5068,2266.43,2311.28,575.573,385.754,488.032,733.714,1126.04,1649.72,2227.86,2701.64,2833.82,2610.14,2231.17,1860.64,1573.84,1323.2,1323.2
0.000150331	-10082942.24	0,1.48635e-06,3.67279e-06,6.8891e-06,1.16203e-05,1.85801e-05,2.88181e-05,4.38783e-05,6.60323e-05,9.86212e-05,0.00014656,0.000217079,0.000320815,0.000473411,0.000697884,0.00102809,0.00151383,0.00222836,0.00327944,0.00482561,inf	2.11266,2.11266,57.4842,2277,2393.92,575.763,384.639,482.96,724.375,1114.55,1641.19,2227.84,2712.55,2848.67,2616.79,2221.62,1835.49,1538.34,1277.15,1277.15
0.000152081	-10082739.44	0,1.48635e-06,3.67279e-06,6.8891e-06,1.16203e-05,1.85801e-05,2.88181e-05,4.38783e-05,6.60323e-05,9.86212e-05,0.00014656,0.000217079,0.000320815,0.000473411,0.000697884,0.00102809,0.00151383,0.00222836,0.00327944,0.00482561,inf	2.11266,2.11266,47.0706,2283.39,2469.72,576.108,384.6,479.374,716.773,1104.66,1633.65,2227.76,2722.27,2861.89,2622.24,2211.67,1810.85,1504.17,1232.59,1232.59
0.00015382	-10082543.36	0,1.48635e-06,3.67279e-06,6.8891e-06,1.16203e-05,1.85801e-05,2.88181e-05,4.38783e-05,6.60323e-05,9.86212e-05,0.00014656,0.000217079,0.000320815,0.000473411,0.000697884,0.00102809,0.00151383,0.00222836,0.00327944,0.00482561,inf	2.11266,2.11266,38.7418,2287.12,2539,576.479,385.434,477.01,710.632,1096.16,1626.99,2227.69,2730.99,2873.72,2626.68,2201.47,1786.82,1471.34,1189.44,1189.44
0.00015555	-10082352.68	0,1.48635e-06,3.67279e-06,6.8891e-06,1.16203e-05,1.85801e-05,2.88181e-05,4.38783e-05,6.60323e-05,9.86212e-05,0.00014656,0.000217079,0.000320815,0.000473411,0.000697884,0.00102809,0.00151383,0.00222836,0.00327944,0.00482561,inf	2.11266,2.11266,32.0517,2289.63,2602.01,576.788,386.967,475.66,705.715,1088.84,1621.09,2227.63,2738.86,2884.34,2630.29,2191.14,1763.45,1439.84,1147.61,1147.61
0.000157274	-10082166.40	0,1.48635e-06,3.67279e-06,6.8891e-06,1.16203e-05,1.85801e-05,2.88181e-05,4.38783e-05,6.60323e-05,9.86212e-05,0.00014656,0.000217079,0.000320815,0.000473411,0.000697884,0.00102809,0.00151383,0.00222836,0.00327944,0.00482561,inf	2.11266,2.11266,26.6852,2291.86,2659.11,576.969,389.067,475.159,701.84,1082.54,1615.89,2227.61,2746,2893.93,2633.21,2180.78,1740.79,1409.66,1106.99,1106.99
0.000158995	-10081983.75	0,1.48635e-06,3.67279e-06,6.8891e-06,1.16203e-05,1.85801e-05,2.88181e-05,4.38783e-05,6.60323e-05,9.86212e-05,0.00014656,0.000217079,0.000320815,0.000473411,0.000697884,0.00102809,0.00151383,0.00222836,0.00327944,0.00482561,inf	2.11266,2.11266,22.3606,2294.59,2710.67,576.978,391.63,475.37,698.853,1077.12,1611.28,2227.63,2752.51,2902.61,2635.54,2170.47,1718.87,1380.77,1067.5,1067.5
0.000160714	-10081804.15	0,1.48635e-06,3.67279e-06,6.8891e-06,1.16203e-05,1.85801e-05,2.88181e-05,4.38783e-05,6.60323e-05,9.86212e-05,0.00014656,0.000217079,0.000320815,0.000473411,0.000697884,0.00102809,0.00151383,0.00222836,0.00327944,0.00482561,inf	2.11266,2.11266,18.8835,2298.43,2757.01,576.789,394.568,476.186,696.627,1072.47,1607.21,2227.71,2758.47,2910.5,2637.39,2160.27,1697.72,1353.16,1029.04,1029.04
